trade_date,ts_code,name,limit_times,advance_stage,晋阶,stage_quality_weight,stage_risk_weight,stage_prior,stage_source,up_stat
20260907,000428.SZ,华天酒店,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260907,000523.SZ,红棉股份,,,,,,,limit_list_d,0/0
20260907,000735.SZ,罗 牛 山,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260907,000759.SZ,中百集团,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,000798.SZ,中水渔业,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260907,000813.SZ,德展健康,,,,,,,limit_list_d,0/0
20260907,000816.SZ,智慧农业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,000823.SZ,超声电子,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,000978.SZ,桂林旅游,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,001210.SZ,金房能源,,,,,,,limit_list_d,0/0
20260907,001229.SZ,魅视科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,001267.SZ,汇绿生态,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,001296.SZ,长江材料,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,001330.SZ,博纳影业,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,3/6
20260907,001366.SZ,播恩集团,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,3/4
20260907,001389.SZ,广合科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002011.SZ,盾安环境,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002138.SZ,顺络电子,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002172.SZ,澳洋健康,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002224.SZ,三 力 士,,,,,,,limit_list_d,0/0
20260907,002281.SZ,光迅科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002290.SZ,禾盛新材,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002403.SZ,爱仕达,3.0,3→4,3→4,1.1,0.0,0.43,limit_list_d,3/3
20260907,002436.SZ,兴森科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002463.SZ,沪电股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002470.SZ,金正大,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002483.SZ,润邦股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002484.SZ,江海股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002515.SZ,金字火腿,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002516.SZ,旷达科技,,,,,,,limit_list_d,0/0
20260907,002564.SZ,天沃科技,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260907,002579.SZ,中京电子,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002674.SZ,兴业科技,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,
20260907,002702.SZ,海欣食品,2.0,2→3,2→3,0.92,0.015,0.35,limit_list_d,2/2
20260907,002708.SZ,光洋股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,3/4
20260907,002713.SZ,东易日盛,,,,,,,limit_list_d,0/0
20260907,002815.SZ,崇达技术,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002852.SZ,道道全,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002881.SZ,美格智能,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002885.SZ,京泉华,,,,,,,limit_list_d,0/0
20260907,002902.SZ,铭普光磁,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002909.SZ,集泰股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,5/6
20260907,002916.SZ,深南电路,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002957.SZ,科瑞技术,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002963.SZ,豪尔赛,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002972.SZ,科安达,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002975.SZ,博杰股份,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,002980.SZ,华盛昌,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,2/3
20260907,002988.SZ,豪美新材,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,300112.SZ,万讯自控,1.0,1→2,1→2,0.78,0.035,0.16,limit_list_d,1/1
20260907,300684.SZ,中石科技,,,,,,,limit_list_d,0/0
