ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount_x,pct_chg,amount,vol,turnover_rate_f,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,limit_up_flag,seal_amount_y,seal_amount,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_small,_bonus,_penalty,StrengthScore
601015.SH,陕西黑猫,焦炭加工,20260205,U,5.08,5.08,4.16,0.0,196426790.0,92501,92501,196426790.0,9.9567,249800.059,491732.4,6.4649,6.4649,,1037588.8006,0.37,590608197.6,1,196426790.0,196426790.0,0.9545454545454546,0.7272727272727273,0.8863636363636364,0.9090909090909091,0.5113636363636364,0.5113636363636364,0.05,0.0,80.409091
002357.SZ,富临运业,公共交通,20260205,U,14.76,14.76,12.08,0.0,123402367.0,95721,95721,123402367.0,9.9851,207680.559,144938.41,6.5958,6.5958,,462709.8171,0.95,,1,123402367.0,123402367.0,0.8181818181818182,0.8409090909090909,0.8636363636363636,0.7727272727272727,0.5113636363636364,0.5113636363636364,0.05,0.0,79.363636
000822.SZ,山东海化,化工原料,20260205,U,6.3,6.3,5.16,0.0,127384853.0,93003,93003,127384853.0,9.9476,244080.875,388294.82,7.2709,7.2709,,563907.9134,1.01,,1,127384853.0,127384853.0,1.0,0.75,0.8181818181818182,0.7272727272727273,0.5113636363636364,0.5113636363636364,0.05,0.0,79.0
603616.SH,韩建河山,水泥,20260205,U,7.54,7.54,6.17,0.0,223859546.0,92502,92502,223859546.0,10.073,19729.202,26166.05,1.0574,1.0574,,295053.772,0.17,45928371.4,1,223859546.0,223859546.0,0.1590909090909091,1.0,1.0,0.9772727272727273,0.5113636363636364,0.5113636363636364,0.05,0.0,76.0
603630.SH,拉芳家化,日用化工,20260205,U,21.33,21.33,17.45,0.0,74851236.0,95346,95346,74851236.0,10.0052,129140.439,62514.7,6.7339,6.7339,,480361.3691,1.17,,1,74851236.0,74851236.0,0.5,0.9545454545454546,0.8409090909090909,0.6590909090909091,0.5113636363636364,0.5113636363636364,0.05,0.0,75.227273
600084.SH,中信尼雅,红黄酒,20260205,U,7.72,7.72,6.32,0.0,23141472.0,95222,95222,23141472.0,9.9715,271648.768,362149.66,7.376,7.376,,867517.1128,1.0,,1,23141472.0,23141472.0,0.8863636363636364,0.6818181818181818,0.7954545454545454,0.75,0.5113636363636364,0.5113636363636364,0.05,0.0,74.909091
300912.SZ,凯龙高科,汽车配件,20260205,U,28.58,28.58,19.06,0.0,266489865.0,92500,92500,266489865.0,19.9832,21282.154,7446.52,1.1783,1.1783,,328332.756,0.16,33865940.16,1,266489865.0,266489865.0,0.09090909090909091,0.9772727272727273,0.9772727272727273,1.0,0.5113636363636364,0.5113636363636364,0.05,0.0,73.909091
600796.SH,钱江生化,环境保护,20260205,U,7.29,7.29,5.97,0.0,24102999.0,95731,95731,24102999.0,9.9548,218345.562,306377.75,14.622,14.622,,631741.0234,2.23,,1,24102999.0,24102999.0,0.9772727272727273,0.8181818181818182,0.6363636363636364,0.25,0.5113636363636364,0.5113636363636364,0.05,0.0,72.909091
600156.SH,华升股份,纺织,20260205,U,9.03,9.03,7.39,0.0,186358421.0,94703,94703,186358421.0,9.9878,199392.751,222432.55,9.2678,9.2678,,363105.9639,2.24,,1,186358421.0,186358421.0,0.7727272727272727,0.8636363636363636,0.7045454545454546,0.22727272727272727,0.5113636363636364,0.5113636363636364,0.05,0.0,71.590909
300461.SZ,田中精机,专用机械,20260205,U,42.14,42.14,28.1,0.0,70146244.0,93024,93024,70146244.0,19.9886,177577.078,42484.79,5.247,5.247,,661836.9001,0.36,53882289.65,1,70146244.0,70146244.0,0.06818181818181818,0.9090909090909091,0.9090909090909091,0.9318181818181818,0.5113636363636364,0.5113636363636364,0.05,0.0,69.818182
