ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount_x,pct_chg,amount,vol,turnover_rate_f,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,limit_up_flag,seal_amount_y,seal_amount,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_small,_bonus,_penalty,StrengthScore
605006.SH,山东玻纤,玻璃,20260211,U,9.27,9.27,7.59,0.0,60030387.0,93054,93054,60030387.0,9.9644,125120.169,135889.9,7.0241,7.0241,,556216.5748,0.41,,1,60030387.0,60030387.0,0.9019607843137255,0.9607843137254902,0.8431372549019608,0.9411764705882353,0.5098039215686274,0.5098039215686274,0.05,0.0,84.882353
000070.SZ,特发信息,通信设备,20260211,U,17.73,17.73,14.51,0.0,352028742.0,92500,92500,352028742.0,9.9876,181287.885,102249.23,1.8488,1.8488,,1596311.2595,0.07,361648411.9,1,352028742.0,352028742.0,0.7254901960784313,0.9019607843137255,0.9803921568627451,1.0,0.5098039215686274,0.5098039215686274,0.05,0.0,83.392157
603729.SH,龙韵股份,广告包装,20260211,U,23.76,23.76,19.44,0.0,128007000.0,92501,92501,128007000.0,10.0,28074.816,11816.0,1.804,1.804,,221771.088,0.54,21819240.0,1,128007000.0,128007000.0,0.5098039215686274,1.0,1.0,0.8627450980392157,0.5098039215686274,0.5098039215686274,0.05,0.0,81.352941
001217.SZ,华尔泰,化工原料,20260211,U,16.65,16.65,13.63,0.0,123194482.0,93000,93000,123194482.0,9.9736,182911.945,110395.32,9.1011,9.1011,,552563.55,0.49,61294998.66,1,123194482.0,123194482.0,0.8431372549019608,0.8823529411764706,0.7450980392156863,0.8823529411764706,0.5098039215686274,0.5098039215686274,0.05,0.0,79.352941
603682.SH,锦和商管,房产服务,20260211,U,7.73,7.73,6.33,0.0,38329978.0,94405,94405,38329978.0,9.9573,147532.039,195144.44,9.8334,9.8334,,365242.5,1.85,,1,38329978.0,38329978.0,0.9607843137254902,0.9411764705882353,0.6862745098039216,0.43137254901960786,0.5098039215686274,0.5098039215686274,0.05,0.0,78.215686
001896.SZ,豫能控股,火力发电,20260211,U,7.54,7.54,6.17,0.0,153441880.0,92500,92500,153441880.0,10.073,97110.812,128794.18,2.2127,2.2127,,1150439.1228,0.24,,1,153441880.0,153441880.0,0.11764705882352941,0.9803921568627451,0.9607843137254902,0.9607843137254902,0.5098039215686274,0.5098039215686274,0.05,0.0,73.784314
603533.SH,掌阅科技,互联网,20260211,U,31.09,31.09,25.43,0.0,1218979829.0,92501,92501,1218979829.0,10.0142,189322.555,60895.0,2.6657,2.6657,,1364530.26,0.48,126026550.0,1,1218979829.0,1218979829.0,0.2647058823529412,0.8431372549019608,0.9411764705882353,0.9019607843137255,0.5098039215686274,0.5098039215686274,0.05,0.0,72.0
601121.SH,宝地矿业,普钢,20260211,U,8.71,8.71,7.13,0.0,124877029.0,132034,132034,124877029.0,9.9747,292824.485,348453.2,9.7645,9.7645,,696800.0,1.82,,1,124877029.0,124877029.0,0.803921568627451,0.7843137254901961,0.7058823529411765,0.45098039215686275,0.5098039215686274,0.5098039215686274,0.05,0.0,71.862745
002951.SZ,金时科技,广告包装,20260211,U,16.1,16.1,13.18,0.0,115388700.0,95548,95548,115388700.0,9.9727,177623.589,111946.0,16.5134,16.5134,,652050.0,1.22,,1,115388700.0,115388700.0,0.8627450980392157,0.9215686274509803,0.35294117647058826,0.5882352941176471,0.5098039215686274,0.5098039215686274,0.05,0.0,70.529412
600589.SH,大位科技,软件服务,20260211,U,12.6,12.6,10.31,0.0,423883353.0,92500,92500,423883353.0,10.0437,440107.466,349291.64,2.7978,2.7978,,1870684.0614,0.23,132618024.0,1,423883353.0,423883353.0,0.1568627450980392,0.6862745098039216,0.9215686274509803,0.9803921568627451,0.5098039215686274,0.5098039215686274,0.05,0.0,66.215686
002323.SZ,雅博股份,建筑工程,20260211,U,2.38,2.38,1.94,0.0,169267363.0,93003,93003,169267363.0,10.1852,277656.355,1178953.12,7.2655,7.2655,,504763.5238,0.74,,1,169267363.0,169267363.0,0.09803921568627451,0.8235294117647058,0.8235294117647058,0.803921568627451,0.5098039215686274,0.5098039215686274,0.05,0.0,65.352941
001359.SZ,平安电工,矿物制品,20260211,U,85.2,85.2,69.71,0.0,89140755.0,141433,141433,89140755.0,10.0065,280922.917,34218.72,7.3779,7.3779,,1580486.9658,3.06,,1,89140755.0,89140755.0,0.3333333333333333,0.803921568627451,0.803921568627451,0.2549019607843137,0.5098039215686274,0.5098039215686274,0.05,0.0,64.294118
002254.SZ,泰和新材,化纤,20260211,U,13.64,13.64,11.16,0.0,50834916.0,133754,133754,50834916.0,10.0,528729.707,402552.89,7.4255,7.4255,,1169025.9976,2.41,,1,50834916.0,50834916.0,0.5098039215686274,0.6470588235294118,0.7843137254901961,0.3137254901960784,0.5098039215686274,0.5098039215686274,0.05,0.0,63.470588
001376.SZ,百通能源,供气供热,20260211,U,21.13,21.13,17.29,0.0,251535746.0,133421,133421,251535746.0,9.9948,498438.841,244550.0,11.4408,11.4408,,973881.7,1.23,,1,251535746.0,251535746.0,0.6274509803921569,0.6666666666666666,0.5490196078431373,0.5686274509803921,0.5098039215686274,0.5098039215686274,0.05,0.0,63.431373
