ts_code,trade_date,open,high,low,close,vol,amount,pct_chg
000001.SZ,20260210,11.07,11.1,11.02,11.06,600429.99,664140.162,-0.0903
000002.SZ,20260210,4.97,4.98,4.87,4.88,1619554.86,793594.072,-1.6129
000004.SZ,20260210,8.82,8.82,8.82,8.82,9198.0,8112.636,-4.9569
000006.SZ,20260210,9.36,9.42,9.22,9.25,187287.56,174757.245,-1.3859
000007.SZ,20260210,12.31,12.48,12.08,12.15,96625.5,118252.243,-1.2195
000008.SZ,20260210,3.07,3.07,3.02,3.03,413527.0,125645.248,-0.9804
000009.SZ,20260210,9.65,9.71,9.56,9.57,165461.76,158794.787,-0.9317
000010.SZ,20260210,3.62,3.69,3.54,3.62,275420.0,100268.065,0.0
000011.SZ,20260210,9.27,9.3,9.15,9.17,57191.0,52723.999,-1.1853
000012.SZ,20260210,4.78,4.79,4.7,4.71,223070.64,105396.412,-1.0504
000014.SZ,20260210,15.74,15.74,14.5,14.54,429013.81,640752.949,0.0688
000016.SZ,20260210,4.12,4.21,4.0,4.02,1181809.7,481589.077,-0.7407
000017.SZ,20260210,7.77,7.83,7.72,7.75,99399.0,77299.937,-0.641
000019.SZ,20260210,7.16,7.17,7.05,7.11,81806.2,58119.714,-0.6983
000020.SZ,20260210,15.27,15.5,15.2,15.43,50645.64,77956.641,0.8497
000021.SZ,20260210,28.47,29.09,28.34,28.69,550272.87,1582554.685,-0.5201
000025.SZ,20260210,18.38,18.53,18.36,18.38,48975.47,90315.87,-0.3794
000026.SZ,20260210,15.68,15.9,15.63,15.65,47126.0,74183.33,0.0
000027.SZ,20260210,6.78,6.78,6.68,6.69,183560.08,123331.293,-1.1817
000028.SZ,20260210,26.29,26.34,26.15,26.2,34365.17,90081.803,-0.4181
000029.SZ,20260210,22.37,22.4,21.68,21.7,58865.42,128581.49,-2.9517
000030.SZ,20260210,5.44,5.47,5.4,5.44,78633.41,42851.283,0.1842
000031.SZ,20260210,3.77,3.77,3.51,3.53,548223.0,195964.815,-5.8667
000032.SZ,20260210,20.45,20.71,20.24,20.55,175514.43,360489.048,1.0821
000034.SZ,20260210,37.1,38.25,37.0,37.7,212192.49,801048.568,2.1957
000035.SZ,20260210,5.91,5.91,5.79,5.85,203643.0,119080.693,-0.8475
000036.SZ,20260210,5.73,5.73,5.53,5.55,366294.95,205360.438,-3.6458
000037.SZ,20260210,9.56,9.6,9.5,9.52,98227.0,93840.665,-0.4184
000039.SZ,20260210,11.14,11.32,10.92,11.05,857826.09,947707.67,-0.8079
000042.SZ,20260210,9.3,9.42,9.23,9.29,74720.02,69738.221,0.7592
000045.SZ,20260210,12.95,13.25,12.86,13.14,105253.0,138412.643,1.4672
000048.SZ,20260210,17.74,17.82,17.27,17.37,87077.62,151985.338,-2.1408
000049.SZ,20260210,26.28,26.42,26.15,26.16,37273.8,97974.658,-0.5323
000050.SZ,20260210,9.66,9.79,9.62,9.7,245823.95,238735.321,0.3102
000055.SZ,20260210,4.06,4.07,4.0,4.04,88944.0,35958.891,-0.2469
000056.SZ,20260210,2.23,2.41,2.19,2.41,2812150.74,663588.0,10.0457
000058.SZ,20260210,9.23,9.28,9.19,9.25,73022.02,67549.468,0.2167
000059.SZ,20260210,5.98,5.98,5.88,5.89,182534.01,108147.821,-1.505
000060.SZ,20260210,7.0,7.0,6.85,6.86,1008754.86,697320.923,-1.4368
000061.SZ,20260210,9.39,9.4,9.15,9.17,138612.3,127603.956,-2.3429
000062.SZ,20260210,24.53,24.83,24.44,24.64,67356.09,166054.265,0.5714
000063.SZ,20260210,37.16,37.85,37.12,37.58,700482.73,2629858.792,0.8318
000065.SZ,20260210,12.06,12.08,11.81,11.87,263044.53,312922.583,-1.657
000066.SZ,20260210,16.2,16.61,16.15,16.24,918129.58,1502639.113,-0.3681
000068.SZ,20260210,3.57,3.61,3.55,3.56,148853.88,53237.562,0.0
000069.SZ,20260210,2.8,2.8,2.71,2.73,553179.33,151277.283,-2.1505
000070.SZ,20260210,15.5,16.12,15.32,16.12,388899.87,619876.038,10.0341
000078.SZ,20260210,3.79,3.81,3.71,3.73,1043434.37,390468.559,-2.356
000088.SZ,20260210,4.55,4.59,4.53,4.56,255101.26,116357.65,0.2198
000089.SZ,20260210,7.23,7.23,7.17,7.19,60508.01,43513.929,-0.5533
000090.SZ,20260210,4.03,4.04,3.97,4.01,190649.46,76372.762,-0.4963
000096.SZ,20260210,11.15,11.2,11.08,11.09,54307.0,60414.519,-0.4488
000099.SZ,20260210,20.0,20.3,19.94,20.29,98024.82,197016.008,1.3487
000100.SZ,20260210,4.89,4.9,4.79,4.83,4060932.54,1960877.973,-1.4286
000151.SZ,20260210,13.78,13.87,13.65,13.73,61056.0,84114.311,0.0729
000153.SZ,20260210,6.73,6.76,6.7,6.71,63620.79,42856.71,-0.2972
000155.SZ,20260210,12.51,12.53,12.39,12.44,188980.1,235469.992,-0.639
000156.SZ,20260210,8.99,9.83,8.99,9.83,881963.02,851539.042,9.9553
000157.SZ,20260210,9.6,9.74,9.44,9.68,786482.86,756520.446,0.7284
000158.SZ,20260210,20.2,20.48,20.14,20.33,246798.71,501258.125,0.544
000159.SZ,20260210,7.0,7.04,6.85,6.88,207916.61,143950.036,-1.7143
000166.SZ,20260210,5.11,5.12,5.09,5.1,627539.08,320628.967,-0.1957
000301.SZ,20260210,13.0,13.0,12.47,12.76,343472.9,434958.516,-1.8462
000333.SZ,20260210,79.21,80.28,78.88,80.19,306184.08,2442130.413,1.3012
000338.SZ,20260210,25.82,26.21,25.3,25.89,964512.24,2487122.41,0.5828
000400.SZ,20260210,30.14,30.59,29.83,30.43,211239.86,640789.617,0.595
000401.SZ,20260210,5.3,5.3,5.13,5.18,291890.11,151200.751,-1.8939
000402.SZ,20260210,2.94,2.94,2.88,2.89,262951.28,76327.641,-1.7007
000403.SZ,20260210,13.72,13.82,13.66,13.74,58264.84,80132.607,0.292
000404.SZ,20260210,7.21,7.3,7.16,7.24,130885.07,94763.575,0.8357
000407.SZ,20260210,5.12,5.13,5.0,5.09,388309.0,196931.16,-0.9728
000408.SZ,20260210,85.18,85.47,84.15,85.04,84660.21,718530.711,0.2003
000409.SZ,20260210,11.88,12.03,11.81,11.94,98330.49,117356.043,0.5897
000410.SZ,20260210,7.52,7.54,7.46,7.46,138673.47,103913.011,-0.6658
000411.SZ,20260210,12.5,12.52,12.36,12.38,49116.76,60849.316,-0.8013
000415.SZ,20260210,5.38,5.42,5.25,5.3,1304568.55,694340.584,-1.6698
000417.SZ,20260210,8.35,8.36,8.2,8.25,214901.92,177171.84,-1.3158
000419.SZ,20260210,6.67,6.71,6.59,6.67,85712.28,57136.663,-0.1497
000420.SZ,20260210,4.62,4.64,4.51,4.56,647936.18,295148.504,-1.2987
000421.SZ,20260210,7.1,7.11,7.03,7.07,89266.0,63129.788,-0.1412
000422.SZ,20260210,15.78,15.84,15.49,15.66,340451.69,532620.783,-0.2548
000423.SZ,20260210,56.4,56.5,54.99,55.26,69958.34,387313.639,-2.0213
000425.SZ,20260210,11.86,11.99,11.66,11.95,869591.81,1031322.82,0.7589
000426.SZ,20260210,50.08,50.77,49.26,49.62,566466.33,2827484.799,-1.1751
000428.SZ,20260210,3.98,3.98,3.87,3.96,251294.27,98899.411,0.2532
000429.SZ,20260210,12.35,12.41,12.31,12.37,30837.42,38135.349,-0.3223
000430.SZ,20260210,7.45,7.47,7.38,7.42,44590.0,33017.546,-0.9346
000488.SZ,20260210,2.12,2.2,2.12,2.17,279403.0,60323.892,2.3585
000498.SZ,20260210,6.3,6.3,6.25,6.25,78593.1,49215.748,-0.6359
000501.SZ,20260210,10.21,10.21,9.97,9.99,171094.4,171451.224,-2.2505
000503.SZ,20260210,9.55,9.68,9.45,9.61,117566.81,112716.688,0.7338
