ts_code,trade_date,up_limit,down_limit
000001.SZ,20260205,12.07,9.87
000002.SZ,20260205,5.39,4.41
000004.SZ,20260205,11.36,10.28
000006.SZ,20260205,9.97,8.15
000007.SZ,20260205,12.32,10.08
000008.SZ,20260205,3.3,2.7
000009.SZ,20260205,10.47,8.57
000010.SZ,20260205,3.96,3.24
000011.SZ,20260205,10.07,8.24
000012.SZ,20260205,5.25,4.29
000014.SZ,20260205,14.67,12.01
000016.SZ,20260205,4.21,3.45
000017.SZ,20260205,8.28,6.78
000019.SZ,20260205,7.96,6.52
000020.SZ,20260205,16.93,13.85
000021.SZ,20260205,31.19,25.52
000025.SZ,20260205,20.31,16.61
000026.SZ,20260205,17.24,14.1
000027.SZ,20260205,7.47,6.11
000028.SZ,20260205,29.23,23.91
000029.SZ,20260205,25.12,20.56
000030.SZ,20260205,5.96,4.88
000031.SZ,20260205,4.16,3.4
000032.SZ,20260205,22.4,18.32
000034.SZ,20260205,40.4,33.06
000035.SZ,20260205,6.73,5.51
000036.SZ,20260205,6.25,5.11
000037.SZ,20260205,10.34,8.46
000039.SZ,20260205,12.55,10.27
000042.SZ,20260205,9.9,8.1
000045.SZ,20260205,13.82,11.3
000048.SZ,20260205,19.82,16.22
000049.SZ,20260205,28.68,23.46
000050.SZ,20260205,10.4,8.51
000055.SZ,20260205,4.39,3.59
000056.SZ,20260205,2.07,1.69
000058.SZ,20260205,10.21,8.35
000059.SZ,20260205,6.52,5.34
000060.SZ,20260205,7.84,6.42
000061.SZ,20260205,10.24,8.38
000062.SZ,20260205,27.29,22.33
000063.SZ,20260205,40.83,33.41
000065.SZ,20260205,14.03,11.48
000066.SZ,20260205,17.72,14.5
000068.SZ,20260205,3.92,3.2
000069.SZ,20260205,3.06,2.5
000070.SZ,20260205,14.87,12.17
000078.SZ,20260205,4.17,3.41
000088.SZ,20260205,5.01,4.1
000089.SZ,20260205,8.04,6.58
000090.SZ,20260205,4.41,3.61
000096.SZ,20260205,12.35,10.11
