ts_code,trade_date,up_limit,down_limit
000001.SZ,20260224,12.0,9.82
000002.SZ,20260224,5.47,4.47
000004.SZ,20260224,8.78,7.94
000006.SZ,20260224,10.37,8.49
000007.SZ,20260224,13.65,11.17
000008.SZ,20260224,3.26,2.66
000009.SZ,20260224,10.26,8.4
000010.SZ,20260224,3.81,3.11
000011.SZ,20260224,9.94,8.14
000012.SZ,20260224,5.01,4.1
000014.SZ,20260224,15.69,12.83
000016.SZ,20260224,4.33,3.55
000017.SZ,20260224,8.36,6.84
000019.SZ,20260224,7.61,6.23
000020.SZ,20260224,16.5,13.5
000021.SZ,20260224,35.52,29.06
000025.SZ,20260224,19.97,16.34
000026.SZ,20260224,16.97,13.89
000027.SZ,20260224,7.27,5.95
000028.SZ,20260224,28.36,23.2
000029.SZ,20260224,25.5,20.86
000030.SZ,20260224,5.96,4.88
000031.SZ,20260224,3.93,3.21
000032.SZ,20260224,22.88,18.72
000034.SZ,20260224,41.76,34.16
000035.SZ,20260224,6.38,5.22
000036.SZ,20260224,6.08,4.98
000037.SZ,20260224,10.52,8.6
000039.SZ,20260224,12.25,10.03
000042.SZ,20260224,10.1,8.26
000045.SZ,20260224,14.48,11.84
000048.SZ,20260224,19.77,16.17
000049.SZ,20260224,29.06,23.78
000050.SZ,20260224,10.62,8.69
000055.SZ,20260224,4.25,3.47
000056.SZ,20260224,2.26,1.85
000058.SZ,20260224,9.97,8.15
000059.SZ,20260224,6.41,5.25
000060.SZ,20260224,7.78,6.36
000061.SZ,20260224,9.94,8.14
000062.SZ,20260224,26.75,21.89
000063.SZ,20260224,40.88,33.44
000065.SZ,20260224,12.98,10.62
000066.SZ,20260224,18.39,15.05
000068.SZ,20260224,3.82,3.12
000069.SZ,20260224,2.9,2.38
000070.SZ,20260224,19.31,15.8
000078.SZ,20260224,3.8,3.11
000088.SZ,20260224,4.94,4.04
000089.SZ,20260224,7.91,6.47
000090.SZ,20260224,4.35,3.56
000096.SZ,20260224,11.65,9.53
000099.SZ,20260224,22.07,18.05
000100.SZ,20260224,5.02,4.1
000151.SZ,20260224,14.76,12.08
000153.SZ,20260224,7.21,5.9
000155.SZ,20260224,14.0,11.46
000156.SZ,20260224,9.75,7.97
000157.SZ,20260224,10.56,8.64
000158.SZ,20260224,22.17,18.14
000159.SZ,20260224,7.32,5.99
000166.SZ,20260224,5.52,4.52
000301.SZ,20260224,13.82,11.3
000333.SZ,20260224,86.96,71.15
000338.SZ,20260224,29.47,24.11
000400.SZ,20260224,33.18,27.14
000401.SZ,20260224,5.53,4.53
000402.SZ,20260224,3.09,2.53
000403.SZ,20260224,14.84,12.14
000404.SZ,20260224,7.8,6.38
000407.SZ,20260224,5.4,4.42
000408.SZ,20260224,91.1,74.54
000409.SZ,20260224,13.05,10.67
000410.SZ,20260224,8.1,6.62
000411.SZ,20260224,13.31,10.89
000415.SZ,20260224,5.68,4.64
000417.SZ,20260224,8.83,7.23
000419.SZ,20260224,7.18,5.88
000420.SZ,20260224,4.9,4.01
000421.SZ,20260224,7.57,6.19
000422.SZ,20260224,16.95,13.87
000423.SZ,20260224,60.35,49.37
000425.SZ,20260224,12.97,10.61
000426.SZ,20260224,52.9,43.28
000428.SZ,20260224,4.28,3.5
000429.SZ,20260224,13.19,10.79
000430.SZ,20260224,7.62,6.9
000488.SZ,20260224,2.39,2.17
000498.SZ,20260224,6.72,5.5
000501.SZ,20260224,10.48,8.58
000503.SZ,20260224,10.27,8.41
000504.SZ,20260224,9.05,8.19
000505.SZ,20260224,7.56,6.18
000506.SZ,20260224,21.13,17.29
000507.SZ,20260224,5.89,4.82
000509.SZ,20260224,3.76,3.08
000510.SZ,20260224,18.7,15.3
000513.SZ,20260224,38.3,31.34
000514.SZ,20260224,5.61,4.59
000516.SZ,20260224,5.29,4.33
000517.SZ,20260224,2.43,1.99
000518.SZ,20260224,2.7,2.44
000519.SZ,20260224,20.55,16.81
000520.SZ,20260224,4.92,4.02
000521.SZ,20260224,7.19,5.89
000523.SZ,20260224,4.15,3.39
000524.SZ,20260224,13.83,11.31
000525.SZ,20260224,6.68,5.46
000526.SZ,20260224,41.25,33.75
000528.SZ,20260224,12.58,10.3
000529.SZ,20260224,6.66,5.45
000530.SZ,20260224,7.37,6.03
000531.SZ,20260224,6.92,5.66
000532.SZ,20260224,17.97,14.71
000533.SZ,20260224,12.4,10.14
000534.SZ,20260224,36.23,29.65
000536.SZ,20260224,5.06,4.14
000537.SZ,20260224,9.46,7.74
000538.SZ,20260224,62.15,50.85
000539.SZ,20260224,5.24,4.28
000541.SZ,20260224,6.83,5.59
000543.SZ,20260224,8.58,7.02
000544.SZ,20260224,9.33,7.63
000545.SZ,20260224,3.11,2.55
000546.SZ,20260224,6.33,5.18
000547.SZ,20260224,30.91,25.29
000548.SZ,20260224,6.23,5.09
000550.SZ,20260224,19.72,16.14
000551.SZ,20260224,16.37,13.39
000552.SZ,20260224,2.7,2.21
000553.SZ,20260224,6.46,5.28
000554.SZ,20260224,8.72,7.14
000555.SZ,20260224,20.14,16.48
000557.SZ,20260224,5.41,4.43
000558.SZ,20260224,5.72,4.68
000559.SZ,20260224,22.34,18.28
000560.SZ,20260224,3.58,2.93
000561.SZ,20260224,12.13,9.93
000563.SZ,20260224,3.84,3.14
000564.SZ,20260224,2.52,2.06
000565.SZ,20260224,9.09,7.43
000566.SZ,20260224,6.83,5.59
000567.SZ,20260224,6.3,5.16
000568.SZ,20260224,127.88,104.63
000570.SZ,20260224,6.51,5.33
000571.SZ,20260224,7.87,6.44
000572.SZ,20260224,7.69,6.29
000573.SZ,20260224,4.79,3.92
000576.SZ,20260224,11.96,9.78
000581.SZ,20260224,22.83,18.68
000582.SZ,20260224,11.11,9.09
000586.SZ,20260224,16.42,13.44
000589.SZ,20260224,5.52,4.52
000590.SZ,20260224,13.65,11.17
000591.SZ,20260224,6.0,4.91
000592.SZ,20260224,11.66,9.54
000593.SZ,20260224,15.16,12.4
000595.SZ,20260224,6.43,5.81
000596.SZ,20260224,142.02,116.2
000597.SZ,20260224,5.64,4.62
000598.SZ,20260224,7.76,6.35
000599.SZ,20260224,7.33,5.99
000600.SZ,20260224,9.2,7.52
000601.SZ,20260224,5.65,4.63
000603.SZ,20260224,49.72,40.68
000605.SZ,20260224,7.88,6.44
000607.SZ,20260224,5.3,4.34
000608.SZ,20260224,3.84,3.48
000609.SZ,20260224,11.03,9.98
000610.SZ,20260224,11.1,9.08
000612.SZ,20260224,15.14,12.38
000615.SZ,20260224,3.42,3.1
000617.SZ,20260224,9.61,7.87
000619.SZ,20260224,7.05,5.77
000620.SZ,20260224,3.44,2.82
000623.SZ,20260224,20.28,16.6
000625.SZ,20260224,12.14,9.94
000626.SZ,20260224,8.2,6.71
000628.SZ,20260224,61.71,50.49
000629.SZ,20260224,3.95,3.23
000630.SZ,20260224,7.76,6.35
000631.SZ,20260224,4.15,3.39
000632.SZ,20260224,5.5,4.5
000633.SZ,20260224,8.38,6.86
000635.SZ,20260224,10.69,8.75
000636.SZ,20260224,23.4,19.14
000637.SZ,20260224,5.2,4.26
000638.SZ,20260224,2.32,2.1
000639.SZ,20260224,3.14,2.57
000650.SZ,20260224,6.42,5.26
000651.SZ,20260224,42.21,34.53
000652.SZ,20260224,4.55,3.73
000655.SZ,20260224,11.12,9.1
000656.SZ,20260224,1.49,1.35
000657.SZ,20260224,57.65,47.17
000659.SZ,20260224,5.13,4.19
000661.SZ,20260224,96.12,78.64
000663.SZ,20260224,8.91,7.29
000665.SZ,20260224,6.07,4.97
000668.SZ,20260224,14.39,13.02
000669.SZ,20260224,3.93,3.55
000670.SZ,20260224,9.39,7.69
000672.SZ,20260224,17.38,14.22
000676.SZ,20260224,10.21,8.35
000677.SZ,20260224,4.33,3.55
000678.SZ,20260224,14.99,12.27
000679.SZ,20260224,7.88,6.44
000680.SZ,20260224,14.36,11.75
000681.SZ,20260224,32.49,26.59
000682.SZ,20260224,15.13,12.38
000683.SZ,20260224,9.16,7.5
000685.SZ,20260224,12.86,10.52
000686.SZ,20260224,9.8,8.02
000688.SZ,20260224,35.62,29.14
000690.SZ,20260224,4.77,3.91
000691.SZ,20260224,9.02,8.16
000692.SZ,20260224,4.26,3.48
000695.SZ,20260224,13.98,11.44
000697.SZ,20260224,9.27,8.39
000698.SZ,20260224,4.11,3.71
000700.SZ,20260224,16.83,13.77
000701.SZ,20260224,6.84,5.6
000702.SZ,20260224,7.71,6.31
000703.SZ,20260224,14.01,11.47
000705.SZ,20260224,10.25,8.39
000707.SZ,20260224,7.14,5.84
000708.SZ,20260224,17.03,13.93
000709.SZ,20260224,2.63,2.15
000710.SZ,20260224,13.53,11.07
000711.SZ,20260224,3.3,2.98
000712.SZ,20260224,14.23,11.65
000713.SZ,20260224,7.44,6.08
000715.SZ,20260224,6.91,5.65
000716.SZ,20260224,6.63,5.43
000717.SZ,20260224,2.78,2.28
000718.SZ,20260224,2.56,2.1
000719.SZ,20260224,14.52,11.88
000720.SZ,20260224,4.04,3.3
000721.SZ,20260224,9.7,7.94
000722.SZ,20260224,13.75,11.25
000723.SZ,20260224,5.21,4.27
000725.SZ,20260224,4.6,3.76
000726.SZ,20260224,8.15,6.67
000727.SZ,20260224,2.81,2.3
000728.SZ,20260224,9.03,7.39
000729.SZ,20260224,13.52,11.06
000731.SZ,20260224,7.5,6.14
000733.SZ,20260224,58.28,47.68
000735.SZ,20260224,8.4,6.88
000736.SZ,20260224,5.39,4.87
000737.SZ,20260224,17.67,14.45
000738.SZ,20260224,32.4,26.51
000739.SZ,20260224,19.99,16.35
000750.SZ,20260224,4.55,3.73
000751.SZ,20260224,6.16,5.04
000752.SZ,20260224,11.4,10.32
000753.SZ,20260224,7.76,6.35
000755.SZ,20260224,5.7,4.66
000756.SZ,20260224,17.24,14.1
000757.SZ,20260224,5.73,4.69
000758.SZ,20260224,8.1,6.62
000759.SZ,20260224,7.71,6.31
000761.SZ,20260224,3.93,3.21
000762.SZ,20260224,29.76,24.35
000766.SZ,20260224,25.95,21.23
000767.SZ,20260224,3.72,3.04
000768.SZ,20260224,33.42,27.34
000776.SZ,20260224,23.24,19.02
000777.SZ,20260224,27.14,22.2
000778.SZ,20260224,5.34,4.37
000779.SZ,20260224,11.07,9.05
000782.SZ,20260224,6.68,5.46
000783.SZ,20260224,8.58,7.02
000785.SZ,20260224,3.19,2.61
000786.SZ,20260224,29.76,24.35
000788.SZ,20260224,6.81,5.57
000789.SZ,20260224,6.03,4.93
000790.SZ,20260224,4.4,3.6
000791.SZ,20260224,7.16,5.86
000792.SZ,20260224,37.03,30.29
000793.SZ,20260224,2.82,2.56
000795.SZ,20260224,11.12,9.1
000796.SZ,20260224,6.92,5.66
000797.SZ,20260224,3.4,2.78
000798.SZ,20260224,13.71,11.21
000799.SZ,20260224,57.37,46.94
000800.SZ,20260224,7.58,6.2
000801.SZ,20260224,17.93,14.67
000802.SZ,20260224,5.17,4.23
000803.SZ,20260224,9.19,7.52
000807.SZ,20260224,33.22,27.18
000809.SZ,20260224,3.75,3.07
000810.SZ,20260224,13.06,10.68
000811.SZ,20260224,19.37,15.85
000812.SZ,20260224,4.8,3.92
000813.SZ,20260224,4.26,3.48
000815.SZ,20260224,16.23,13.28
000816.SZ,20260224,3.92,3.2
000818.SZ,20260224,26.73,21.87
000819.SZ,20260224,17.84,14.6
000820.SZ,20260224,3.84,3.48
000821.SZ,20260224,16.52,14.94
000822.SZ,20260224,6.86,5.62
000823.SZ,20260224,16.5,13.5
000825.SZ,20260224,5.31,4.35
000826.SZ,20260224,2.51,2.05
000828.SZ,20260224,11.9,9.74
000829.SZ,20260224,11.64,9.52
000830.SZ,20260224,18.92,15.48
000831.SZ,20260224,61.4,50.24
000833.SZ,20260224,26.4,21.6
000837.SZ,20260224,13.7,11.21
000838.SZ,20260224,2.83,2.31
000839.SZ,20260224,3.73,3.05
000848.SZ,20260224,9.23,7.55
000850.SZ,20260224,6.16,5.04
000852.SZ,20260224,8.47,6.93
000856.SZ,20260224,12.29,10.05
000858.SZ,20260224,116.67,95.45
000859.SZ,20260224,13.17,10.77
000860.SZ,20260224,15.86,12.98
000862.SZ,20260224,6.8,5.56
000863.SZ,20260224,6.75,5.53
000868.SZ,20260224,5.37,4.39
000869.SZ,20260224,22.68,18.56
000875.SZ,20260224,7.52,6.16
000876.SZ,20260224,9.44,7.72
000877.SZ,20260224,5.86,4.8
000878.SZ,20260224,24.62,20.14
000880.SZ,20260224,39.24,32.1
000881.SZ,20260224,9.11,7.45
000882.SZ,20260224,2.12,1.74
000883.SZ,20260224,4.98,4.08
000885.SZ,20260224,14.7,12.02
000886.SZ,20260224,7.29,5.97
000887.SZ,20260224,23.44,19.18
000888.SZ,20260224,14.94,12.22
000889.SZ,20260224,4.06,3.32
000890.SZ,20260224,6.63,5.43
000892.SZ,20260224,8.87,7.25
000893.SZ,20260224,60.26,49.3
000895.SZ,20260224,29.05,23.77
000897.SZ,20260224,2.45,2.01
000898.SZ,20260224,2.7,2.21
000899.SZ,20260224,11.55,9.45
000900.SZ,20260224,4.59,3.75
000901.SZ,20260224,28.53,23.35
000902.SZ,20260224,18.33,14.99
000903.SZ,20260224,2.8,2.54
000905.SZ,20260224,13.44,11.0
000906.SZ,20260224,6.74,5.52
000908.SZ,20260224,6.99,6.33
000909.SZ,20260224,5.96,5.4
000910.SZ,20260224,8.36,6.84
000911.SZ,20260224,7.12,5.82
000912.SZ,20260224,5.03,4.11
000913.SZ,20260224,16.95,13.87
000915.SZ,20260224,35.09,28.71
000917.SZ,20260224,12.68,10.38
000919.SZ,20260224,8.18,6.7
000920.SZ,20260224,13.87,11.35
000921.SZ,20260224,26.24,21.47
000922.SZ,20260224,16.71,13.67
000923.SZ,20260224,25.63,20.97
000925.SZ,20260224,9.13,7.47
000926.SZ,20260224,2.48,2.03
000927.SZ,20260224,3.08,2.52
000928.SZ,20260224,7.32,5.99
000929.SZ,20260224,10.62,9.6
000930.SZ,20260224,7.14,5.84
000931.SZ,20260224,5.59,4.57
000932.SZ,20260224,6.51,5.33
000933.SZ,20260224,32.86,26.88
000935.SZ,20260224,31.7,25.94
000936.SZ,20260224,8.86,7.25
000937.SZ,20260224,6.07,4.97
000938.SZ,20260224,28.05,22.95
000948.SZ,20260224,18.94,15.5
000949.SZ,20260224,7.49,6.13
000950.SZ,20260224,6.35,5.19
000951.SZ,20260224,22.66,18.54
000952.SZ,20260224,8.79,7.19
000953.SZ,20260224,7.96,6.52
000955.SZ,20260224,6.26,5.12
000957.SZ,20260224,13.0,10.64
000958.SZ,20260224,7.05,5.77
000959.SZ,20260224,5.94,4.86
000960.SZ,20260224,39.58,32.38
000962.SZ,20260224,52.45,42.91
000963.SZ,20260224,39.6,32.4
000965.SZ,20260224,4.38,3.58
000966.SZ,20260224,4.93,4.03
000967.SZ,20260224,8.23,6.73
000968.SZ,20260224,8.66,7.08
000969.SZ,20260224,25.96,21.24
000970.SZ,20260224,15.6,12.76
000972.SZ,20260224,3.75,3.39
000973.SZ,20260224,15.27,12.49
000975.SZ,20260224,32.48,26.58
000977.SZ,20260224,71.86,58.8
000978.SZ,20260224,7.8,6.38
000980.SZ,20260224,3.33,2.73
000981.SZ,20260224,5.09,4.17
000983.SZ,20260224,7.68,6.28
000985.SZ,20260224,23.43,19.17
000987.SZ,20260224,10.25,8.39
000988.SZ,20260224,82.42,67.44
000989.SZ,20260224,9.89,8.09
000990.SZ,20260224,9.45,7.73
000993.SZ,20260224,13.52,11.06
000995.SZ,20260224,17.24,14.1
000997.SZ,20260224,28.9,23.64
000998.SZ,20260224,10.69,8.75
000999.SZ,20260224,31.6,25.86
001201.SZ,20260224,16.05,13.13
001202.SZ,20260224,19.78,16.18
001203.SZ,20260224,37.88,31.0
001205.SZ,20260224,17.72,14.5
001206.SZ,20260224,26.63,21.79
001207.SZ,20260224,29.46,24.1
001208.SZ,20260224,23.85,19.51
001209.SZ,20260224,26.4,21.6
001210.SZ,20260224,26.51,21.69
001211.SZ,20260224,31.79,26.01
001212.SZ,20260224,58.0,47.46
001213.SZ,20260224,4.53,3.71
001215.SZ,20260224,45.1,36.9
001216.SZ,20260224,19.91,16.29
001217.SZ,20260224,16.17,13.23
001218.SZ,20260224,28.38,23.22
001219.SZ,20260224,16.2,13.26
001220.SZ,20260224,47.89,39.19
001221.SZ,20260224,78.76,64.44
001222.SZ,20260224,24.27,19.85
