ts_code,trade_date,up_limit,down_limit
000001.SZ,20260211,12.17,9.95
000002.SZ,20260211,5.37,4.39
000004.SZ,20260211,9.26,8.38
000006.SZ,20260211,10.18,8.33
000007.SZ,20260211,13.37,10.94
000008.SZ,20260211,3.33,2.73
000009.SZ,20260211,10.53,8.61
000010.SZ,20260211,3.98,3.26
000011.SZ,20260211,10.09,8.25
000012.SZ,20260211,5.18,4.24
000014.SZ,20260211,15.99,13.09
000016.SZ,20260211,4.42,3.62
000017.SZ,20260211,8.53,6.98
000019.SZ,20260211,7.82,6.4
000020.SZ,20260211,16.97,13.89
000021.SZ,20260211,31.56,25.82
000025.SZ,20260211,20.22,16.54
000026.SZ,20260211,17.22,14.09
000027.SZ,20260211,7.36,6.02
000028.SZ,20260211,28.82,23.58
000029.SZ,20260211,23.87,19.53
000030.SZ,20260211,5.98,4.9
000031.SZ,20260211,3.88,3.18
000032.SZ,20260211,22.61,18.5
000034.SZ,20260211,41.47,33.93
000035.SZ,20260211,6.44,5.27
000036.SZ,20260211,6.11,5.0
000037.SZ,20260211,10.47,8.57
000039.SZ,20260211,12.16,9.95
000042.SZ,20260211,10.22,8.36
000045.SZ,20260211,14.45,11.83
000048.SZ,20260211,19.11,15.63
000049.SZ,20260211,28.78,23.54
000050.SZ,20260211,10.67,8.73
000055.SZ,20260211,4.44,3.64
000056.SZ,20260211,2.65,2.17
000058.SZ,20260211,10.18,8.33
000059.SZ,20260211,6.48,5.3
000060.SZ,20260211,7.55,6.17
000061.SZ,20260211,10.09,8.25
000062.SZ,20260211,27.1,22.18
000063.SZ,20260211,41.34,33.82
000065.SZ,20260211,13.06,10.68
000066.SZ,20260211,17.86,14.62
000068.SZ,20260211,3.92,3.2
000069.SZ,20260211,3.0,2.46
000070.SZ,20260211,17.73,14.51
000078.SZ,20260211,4.1,3.36
000088.SZ,20260211,5.02,4.1
000089.SZ,20260211,7.91,6.47
000090.SZ,20260211,4.41,3.61
000096.SZ,20260211,12.2,9.98
000099.SZ,20260211,22.32,18.26
000100.SZ,20260211,5.31,4.35
000151.SZ,20260211,15.1,12.36
000153.SZ,20260211,7.38,6.04
000155.SZ,20260211,13.68,11.2
000156.SZ,20260211,10.81,8.85
000157.SZ,20260211,10.65,8.71
000158.SZ,20260211,22.36,18.3
000159.SZ,20260211,7.57,6.19
000166.SZ,20260211,5.61,4.59
000301.SZ,20260211,14.04,11.48
000333.SZ,20260211,88.21,72.17
000338.SZ,20260211,28.48,23.3
000400.SZ,20260211,33.47,27.39
000401.SZ,20260211,5.7,4.66
000402.SZ,20260211,3.18,2.6
000403.SZ,20260211,15.11,12.37
000404.SZ,20260211,7.96,6.52
000407.SZ,20260211,5.6,4.58
000408.SZ,20260211,93.54,76.54
000409.SZ,20260211,13.13,10.75
000410.SZ,20260211,8.21,6.71
000411.SZ,20260211,13.62,11.14
000415.SZ,20260211,5.83,4.77
000417.SZ,20260211,9.08,7.43
000419.SZ,20260211,7.34,6.0
000420.SZ,20260211,5.02,4.1
000421.SZ,20260211,7.78,6.36
000422.SZ,20260211,17.23,14.09
000423.SZ,20260211,60.79,49.73
000425.SZ,20260211,13.15,10.76
000426.SZ,20260211,54.58,44.66
000428.SZ,20260211,4.36,3.56
000429.SZ,20260211,13.61,11.13
000430.SZ,20260211,7.79,7.05
000488.SZ,20260211,2.28,2.06
000498.SZ,20260211,6.88,5.63
000501.SZ,20260211,10.99,8.99
000503.SZ,20260211,10.57,8.65
000504.SZ,20260211,9.38,8.48
000505.SZ,20260211,7.91,6.47
000506.SZ,20260211,21.3,17.42
000507.SZ,20260211,6.01,4.91
000509.SZ,20260211,3.91,3.2
000510.SZ,20260211,16.48,13.48
000513.SZ,20260211,39.15,32.03
000514.SZ,20260211,5.74,4.7
000516.SZ,20260211,5.46,4.46
000517.SZ,20260211,2.38,1.94
000518.SZ,20260211,2.73,2.47
000519.SZ,20260211,20.56,16.82
000520.SZ,20260211,5.05,4.13
000521.SZ,20260211,7.36,6.02
000523.SZ,20260211,4.42,3.62
000524.SZ,20260211,14.25,11.66
000525.SZ,20260211,7.05,5.77
000526.SZ,20260211,42.53,34.79
000528.SZ,20260211,13.0,10.64
000529.SZ,20260211,6.89,5.63
000530.SZ,20260211,7.65,6.26
000531.SZ,20260211,6.99,5.72
000532.SZ,20260211,17.91,14.65
000533.SZ,20260211,12.69,10.39
000534.SZ,20260211,36.63,29.97
000536.SZ,20260211,5.23,4.28
000537.SZ,20260211,9.36,7.66
000538.SZ,20260211,62.98,51.53
000539.SZ,20260211,5.32,4.36
000541.SZ,20260211,7.04,5.76
000543.SZ,20260211,8.68,7.1
000544.SZ,20260211,9.44,7.72
000545.SZ,20260211,3.34,2.74
000546.SZ,20260211,6.36,5.2
000547.SZ,20260211,31.35,25.65
000548.SZ,20260211,6.36,5.2
000550.SZ,20260211,19.76,16.16
000551.SZ,20260211,16.78,13.73
000552.SZ,20260211,2.74,2.24
000553.SZ,20260211,6.74,5.52
000554.SZ,20260211,8.89,7.27
000555.SZ,20260211,19.88,16.26
000557.SZ,20260211,5.58,4.56
000558.SZ,20260211,6.13,5.01
000559.SZ,20260211,21.48,17.58
000560.SZ,20260211,3.75,3.07
000561.SZ,20260211,12.49,10.22
000563.SZ,20260211,3.97,3.25
000564.SZ,20260211,2.57,2.11
000565.SZ,20260211,9.48,7.76
000566.SZ,20260211,7.04,5.76
000567.SZ,20260211,6.46,5.28
000568.SZ,20260211,130.01,106.37
000570.SZ,20260211,6.71,5.49
000571.SZ,20260211,7.85,6.43
000572.SZ,20260211,7.83,6.41
000573.SZ,20260211,4.88,4.0
000576.SZ,20260211,11.88,9.72
000581.SZ,20260211,22.84,18.68
000582.SZ,20260211,10.88,8.9
000586.SZ,20260211,17.22,14.09
000589.SZ,20260211,5.62,4.6
000590.SZ,20260211,13.63,11.15
000591.SZ,20260211,6.14,5.02
000592.SZ,20260211,12.21,9.99
000593.SZ,20260211,15.18,12.42
000595.SZ,20260211,6.41,5.8
000596.SZ,20260211,141.17,115.51
000597.SZ,20260211,5.78,4.73
000598.SZ,20260211,7.84,6.42
000599.SZ,20260211,7.5,6.14
000600.SZ,20260211,9.25,7.57
000601.SZ,20260211,5.61,4.59
000603.SZ,20260211,51.89,42.45
000605.SZ,20260211,8.01,6.55
000607.SZ,20260211,5.97,4.89
000608.SZ,20260211,3.97,3.59
000609.SZ,20260211,9.52,8.62
000610.SZ,20260211,11.74,9.6
000612.SZ,20260211,14.49,11.85
000615.SZ,20260211,3.35,3.03
000617.SZ,20260211,9.78,8.0
000619.SZ,20260211,7.26,5.94
000620.SZ,20260211,3.58,2.93
000623.SZ,20260211,20.81,17.03
000625.SZ,20260211,12.34,10.1
000626.SZ,20260211,8.56,7.0
000628.SZ,20260211,55.57,45.47
000629.SZ,20260211,3.99,3.27
000630.SZ,20260211,7.82,6.4
000631.SZ,20260211,4.5,3.68
000632.SZ,20260211,5.72,4.68
000633.SZ,20260211,8.43,6.89
000635.SZ,20260211,11.26,9.22
000636.SZ,20260211,23.36,19.12
000637.SZ,20260211,5.32,4.36
000638.SZ,20260211,2.0,1.81
000639.SZ,20260211,3.26,2.66
000650.SZ,20260211,6.56,5.36
000651.SZ,20260211,42.68,34.92
000652.SZ,20260211,4.6,3.76
000655.SZ,20260211,10.97,8.97
000656.SZ,20260211,1.51,1.37
000657.SZ,20260211,52.37,42.85
000659.SZ,20260211,4.84,3.96
000661.SZ,20260211,98.21,80.35
000663.SZ,20260211,8.89,7.27
000665.SZ,20260211,6.41,5.25
000668.SZ,20260211,15.23,13.78
000669.SZ,20260211,3.39,3.07
000670.SZ,20260211,9.21,7.53
000672.SZ,20260211,16.02,13.1
000676.SZ,20260211,10.84,8.87
000677.SZ,20260211,4.47,3.65
000678.SZ,20260211,15.22,12.46
000679.SZ,20260211,8.12,6.64
000680.SZ,20260211,14.48,11.84
000681.SZ,20260211,33.54,27.44
000682.SZ,20260211,14.77,12.09
000683.SZ,20260211,9.41,7.7
000685.SZ,20260211,13.37,10.94
000686.SZ,20260211,9.98,8.16
000688.SZ,20260211,31.27,25.59
000690.SZ,20260211,4.84,3.96
000691.SZ,20260211,8.94,8.08
000692.SZ,20260211,4.31,3.53
000695.SZ,20260211,13.95,11.41
000697.SZ,20260211,9.23,8.35
000698.SZ,20260211,4.11,3.71
000700.SZ,20260211,17.44,14.27
000701.SZ,20260211,7.01,5.73
000702.SZ,20260211,7.89,6.45
000703.SZ,20260211,14.66,12.0
000705.SZ,20260211,10.62,8.69
000707.SZ,20260211,7.32,5.99
000708.SZ,20260211,17.37,14.21
000709.SZ,20260211,2.71,2.21
000710.SZ,20260211,13.97,11.43
000711.SZ,20260211,2.85,2.57
000712.SZ,20260211,13.87,11.35
000713.SZ,20260211,7.49,6.13
000715.SZ,20260211,7.12,5.82
000716.SZ,20260211,6.77,5.54
000717.SZ,20260211,2.92,2.39
000718.SZ,20260211,2.66,2.18
000719.SZ,20260211,14.99,12.27
000720.SZ,20260211,4.13,3.38
000721.SZ,20260211,10.03,8.21
000722.SZ,20260211,13.93,11.39
000723.SZ,20260211,5.42,4.44
000725.SZ,20260211,4.75,3.89
000726.SZ,20260211,8.34,6.82
000727.SZ,20260211,2.9,2.38
000728.SZ,20260211,9.11,7.45
000729.SZ,20260211,14.12,11.56
000731.SZ,20260211,7.61,6.23
