ts_code,trade_date,auction_price,auction_vol,auction_amount,auction_pct_chg,auction_amount_ratio,auction_strength_score
600000.SH,20260828,9.01,648500,5842985.0,-0.6615214994487362,11.04914720759129,41.03087100330758
600004.SH,20260828,7.65,88300,675495.0,0.3937007874015741,5.548895325874167,47.362204724409445
600006.SH,20260828,5.36,21200,113632.0,-0.18621973929235924,2.2646801926460953,43.88268156424584
600007.SH,20260828,18.87,5200,98124.0,0.0,3.3609047356615065,45.0
600008.SH,20260828,2.85,64200,182970.0,0.0,1.0842050195723687,45.0
600009.SH,20260828,23.46,42300,992358.0,0.0,5.054952856978405,45.0
600010.SH,20260828,2.27,1674700,3801569.0,0.0,5.593925268989899,45.0
600011.SH,20260828,6.72,422300,2837856.0,-0.591715976331364,8.127393639595978,41.44970414201182
600012.SH,20260828,16.23,13200,214236.0,0.30902348578492056,3.0137976664127364,46.854140914709525
600015.SH,20260828,6.6,1404600,9270360.0,-0.30211480362538623,14.340082456634281,43.18731117824768
600016.SH,20260828,3.43,487900,1673497.0,-0.29069767441859407,3.826906129963406,43.255813953488435
600017.SH,20260828,2.92,515500,1505260.0,0.0,7.771986522409022,45.0
600018.SH,20260828,5.2,327600,1703520.0,0.38610038610038533,7.594524066037533,47.316602316602314
600019.SH,20260828,5.81,213500,1240435.0,-0.1718213058419349,2.362207856821001,43.96907216494839
600020.SH,20260828,3.93,53500,210255.0,-0.5063291139240533,2.8617037804828005,41.96202531645568
600021.SH,20260828,13.76,93900,1292064.0,0.0,6.135250355317627,45.0
600022.SH,20260828,1.34,383800,514292.0,-0.7407407407407418,4.274254709600931,40.55555555555555
600023.SH,20260828,4.92,39100,192372.0,0.0,1.5175511281893594,45.0
600025.SH,20260828,9.6,52700,505920.0,-0.4149377593361092,1.946559837550286,42.51037344398335
600026.SH,20260828,18.98,294200,5583916.0,1.9881783987103718,6.496418569688719,56.92907039226223
600027.SH,20260828,4.63,838300,3881329.0,0.433839479392617,10.087109923480513,47.6030368763557
600028.SH,20260828,5.3,675000,3577500.0,0.1890359168241984,2.0418463158251208,46.13421550094519
600029.SH,20260828,5.01,421100,2109711.0,-0.3976143141153132,7.24964749344152,42.61431411530812
600030.SH,20260828,27.88,429600,11977248.0,-0.179018976011458,4.406869876991297,43.92588614393125
600031.SH,20260828,18.96,193700,3672552.0,-0.5246589716684014,4.150695019321379,41.85204616998959
600032.SH,20260828,6.86,39300,269598.0,-0.4354136429608024,3.4811476700755004,42.38751814223519
600033.SH,20260828,3.55,32900,116795.0,-0.2808988764045006,1.1840021445954168,43.314606741572995
600035.SH,20260828,3.6,691900,2490840.0,-0.8264462809917328,20.050818364615733,40.0413223140496
600036.SH,20260828,39.46,327100,12907366.0,-0.3031834259727084,6.818202414786154,43.18089944416375
600037.SH,20260828,7.02,404400,2838888.0,-0.7072135785007205,28.777130687468276,40.75671852899568
600038.SH,20260828,27.09,35200,953568.0,0.0,4.078605492015471,45.0
600039.SH,20260828,8.62,46400,399968.0,-0.919540229885063,2.3273747675457583,39.48275862068962
600048.SH,20260828,5.18,456300,2363634.0,0.0,1.9754760958035025,45.0
600050.SH,20260828,4.28,262300,1122644.0,-0.2331002331002252,3.5168997860683473,43.60139860139865
600051.SH,20260828,6.3,7200,45360.0,-0.31645569620254443,1.5714657299215804,43.10126582278473
600052.SH,20260828,3.88,53200,206416.0,-0.7672634271099765,3.624707681819656,40.39641943734014
600053.SH,20260828,7.61,18100,137741.0,-0.3926701570680535,7.397894993513328,42.64397905759168
600054.SH,20260828,11.3,81000,915300.0,0.0,10.027372546951423,45.0
600055.SH,20260828,10.99,37800,415422.0,0.1823154056517673,15.390932508851817,46.093892433910604
600056.SH,20260828,9.3,9500,88350.0,-0.5347593582887611,1.032970247311784,41.791443850267434
600057.SH,20260828,6.42,61200,392904.0,0.15600624024960652,2.595573746891685,45.93603744149764
600058.SH,20260828,10.0,14900,149000.0,-0.4975124378109541,1.6271945489637856,42.014925373134275
600059.SH,20260828,8.31,378900,3148659.0,-2.3501762632197387,23.42766700121734,30.898942420681568
600060.SH,20260828,27.82,23500,653770.0,-0.6073597713469048,2.9634225574626316,41.35584137191857
600061.SH,20260828,6.51,110100,716751.0,-0.3062787136294043,4.007805645623962,43.16232771822357
600062.SH,20260828,16.15,17800,287470.0,0.0,3.8459386569372684,45.0
600063.SH,20260828,5.86,214000,1254040.0,0.34246575342467,3.8643201106341127,47.05479452054802
600064.SH,20260828,7.73,16400,126772.0,0.0,1.3046432299068869,45.0
