ts_code,trade_date,auction_price,auction_vol,auction_amount,auction_pct_chg,auction_amount_ratio,auction_strength_score
600000.SH,20260722,8.93,219700,1961921.0,-0.22346368715083775,2.781775815968677,43.659217877094974
600004.SH,20260722,7.85,97800,767730.0,-0.7585335018963413,6.0539961287165704,40.44879898862195
600006.SH,20260722,5.33,65600,349648.0,0.1879699248120259,3.045708555112823,46.127819548872154
600007.SH,20260722,19.01,5000,95050.0,0.4226096143687297,1.9573156510336622,47.535657686212375
600008.SH,20260722,2.88,162710,468605.0,0.0,1.7172872356497493,45.0
600009.SH,20260722,23.52,100500,2363760.0,-0.42337002540220325,4.734666012473963,42.45977984758678
600010.SH,20260722,2.16,1922500,4152600.0,-0.4608294930875445,6.4984570749641595,42.23502304147473
600011.SH,20260722,7.12,1705900,12146008.0,-1.5214384508990375,9.219437526661755,35.87136929460577
600012.SH,20260722,17.8,152400,2712720.0,-1.439645625692132,15.569893325292707,36.36212624584721
600015.SH,20260722,6.86,289400,1985284.0,0.0,3.9488110383812787,45.0
600016.SH,20260722,3.5,1678800,5875800.0,0.0,5.660268069074264,45.0
600017.SH,20260722,2.7,168100,453870.0,-0.36900369003689537,3.734425115873772,42.785977859778626
600018.SH,20260722,5.21,223500,1164435.0,-0.19157088122604415,3.38699966655752,43.850574712643734
600019.SH,20260722,5.79,284200,1645518.0,-0.344234079173833,2.3267024974648978,42.934595524957004
600020.SH,20260722,3.75,139300,522375.0,-0.5305039787798393,7.495587557997624,41.81697612732096
600021.SH,20260722,15.11,943200,14251752.0,-3.0788967286722313,9.0946117352999,26.52661962796661
600022.SH,20260722,1.33,469100,623903.0,0.0,4.9146361580166635,45.0
600023.SH,20260722,5.29,428500,2266765.0,-0.5639097744360999,7.82863455298157,41.6165413533834
600025.SH,20260722,10.08,201500,2031120.0,-1.079489695780167,4.722224971459603,38.523061825319
600026.SH,20260722,15.06,603400,9087204.0,1.2096774193548265,6.651100527781634,52.25806451612896
600027.SH,20260722,4.72,489000,2308080.0,-0.42194092827004814,5.005550514190041,42.46835443037971
600028.SH,20260722,5.15,2245400,11563810.0,0.5859375,7.22068033679847,48.515625
600029.SH,20260722,5.03,739400,3719182.0,-0.5928853754940566,10.635925193760402,41.44268774703566
600030.SH,20260722,28.14,590100,16605414.0,-0.7057163020465773,5.379638615151564,40.765702187720535
600031.SH,20260722,19.57,457400,8951318.0,-0.6094464195022908,5.853050300669719,41.343321482986255
600032.SH,20260722,7.3,506800,3699640.0,-2.0134228187919545,5.8673384629962895,32.919463087248275
600033.SH,20260722,3.55,128900,457595.0,-0.5602240896358524,4.493866384775604,41.638655462184886
600035.SH,20260722,3.52,7200,25344.0,0.0,0.5288853540827345,45.0
600036.SH,20260722,37.85,542950,20550658.0,-0.36851803106080494,4.956594525803554,42.78889181363517
600037.SH,20260722,6.6,101700,671220.0,-0.30211480362538623,5.086114706806574,43.18731117824768
600038.SH,20260722,25.9,16900,437710.0,-0.07716049382717749,2.5088515959513966,44.53703703703694
600039.SH,20260722,8.86,98400,871824.0,0.0,2.9190427976846745,45.0
600048.SH,20260722,5.01,664800,3330648.0,0.0,3.4288573846438295,45.0
600050.SH,20260722,4.38,410000,1795800.0,-0.2277904328018221,2.170998712370968,43.63325740318907
600051.SH,20260722,5.63,10100,56863.0,0.0,2.0279109418175754,45.0
600052.SH,20260722,3.45,24900,85905.0,-0.28901734104045396,2.526795637516231,43.26589595375728
600053.SH,20260722,6.7,2300,15410.0,-1.3254786450662692,0.7872661312541742,37.047128129602385
600054.SH,20260722,11.04,9400,103776.0,-0.45085662759243306,1.912439125036986,42.2948602344454
600055.SH,20260722,10.44,5100,53244.0,-0.4766444232602529,0.6193609266357886,42.140133460438484
600056.SH,20260722,9.55,124300,1187065.0,1.0582010582010692,5.622463683052202,51.34920634920641
600057.SH,20260722,6.23,48600,302778.0,-0.1602564102564097,2.0542808804818096,44.03846153846154
600058.SH,20260722,8.18,31100,254398.0,-0.48661800486619056,3.0671121360565246,42.080291970802854
600059.SH,20260722,7.78,72200,561716.0,-0.3841229193341733,6.763363188771937,42.69526248399496
600060.SH,20260722,27.44,37800,1037232.0,-0.7594936708860689,3.747132580988537,40.443037974683584
600061.SH,20260722,6.43,191400,1230702.0,-0.6182380216383287,4.069721480777808,41.29057187017003
600062.SH,20260722,17.05,11300,192665.0,-0.17564402810302804,0.9520412359046359,43.94613583138183
600063.SH,20260722,5.5,257600,1416800.0,-0.7220216606498187,4.502369608755998,40.667870036101085
600064.SH,20260722,7.45,81880,610006.0,-0.5340453938584733,3.702509920140439,41.79572763684916
600066.SH,20260722,31.2,58900,1837680.0,-0.8894536213468918,3.2731523430130283,39.66327827191865
600067.SH,20260722,2.53,36500,92345.0,-0.3937007874015852,1.7420837015142516,42.63779527559049
600071.SH,20260722,,0,0.0,,0.0,0.0
600072.SH,20260722,8.2,105100,861820.0,-0.846432889963733,5.1135044673239225,39.9214026602176
600073.SH,20260722,5.1,1400,7140.0,0.19646365422396617,0.17955096115213778,33.4979549327286
600075.SH,20260722,4.3,61900,266170.0,-0.4629629629629761,2.8112216549892235,42.22222222222214
600076.SH,20260722,2.72,101200,275264.0,-0.7299270072992692,7.967582258606259,40.620437956204384
600078.SH,20260722,9.22,127700,1177394.0,-0.4319654427645703,7.1985086110840335,42.40820734341258
600079.SH,20260722,17.55,30300,531765.0,0.22844089091946795,2.9183806856032577,46.370645345516806
600080.SH,20260722,4.54,4300,19522.0,-0.219780219780219,2.5888482728302877,43.681318681318686
600081.SH,20260722,9.47,13900,131633.0,-0.3157894736842026,4.562759600043356,43.10526315789478
600082.SH,20260722,2.48,6100,15128.0,-0.8000000000000007,1.6857030695551973,40.199999999999996
600084.SH,20260722,3.97,18100,71857.0,-0.9975062344139585,4.1327851556766575,39.01496259351625
600085.SH,20260722,25.67,66500,1707055.0,-0.8880308880308774,4.2444799041453765,39.67181467181474
600088.SH,20260722,10.9,1200,13080.0,-0.3656307129798808,0.24275308275536106,41.5017706180857
600089.SH,20260722,19.45,416700,8104815.0,-0.2564102564102555,3.289604589407806,43.46153846153847
600094.SH,20260722,3.74,97000,362780.0,0.0,4.766066760774086,45.0
600095.SH,20260722,8.81,1136300,10010803.0,-1.8930957683741645,9.608858962171611,33.641425389755014
600096.SH,20260722,28.58,141597,4046842.0,-0.9015256588072229,3.446737637745556,39.59084604715666
600097.SH,20260722,7.58,32200,244076.0,-0.2631578947368318,8.766744071350857,43.42105263157901
600098.SH,20260722,6.23,171100,1065953.0,0.0,4.698861733428071,45.0
600099.SH,20260722,7.75,15000,116250.0,-0.12886597938144284,2.9861834877076747,44.22680412371135
600100.SH,20260722,6.66,97500,649350.0,-0.4484304932735439,1.1969116042044488,42.30941704035874
600101.SH,20260722,8.22,366300,3010986.0,-3.6342321219226092,10.259753881091953,23.194607268464345
600103.SH,20260722,2.61,464500,1212345.0,0.0,5.354114044269809,45.0
600104.SH,20260722,10.44,163500,1706940.0,-0.19120458891014325,2.884341334285717,43.85277246653914
600105.SH,20260722,36.8,1027400,37808320.0,-3.866248693834906,7.218800779508104,21.802507836990564
600106.SH,20260722,4.2,35400,148680.0,-0.4739336492890933,2.3101875885373797,42.15639810426544
600107.SH,20260722,5.37,2600,13962.0,0.0,1.03092608425373,45.0
600108.SH,20260722,2.83,339200,959936.0,-1.0489510489510412,4.620104863254573,38.70629370629375
600109.SH,20260722,8.61,154100,1326801.0,-0.5773672055427337,4.947988745340432,41.5357967667436
600110.SH,20260722,9.29,1049000,9745210.0,-0.5353319057815886,9.263194276135815,41.78800856531047
600111.SH,20260722,38.98,325500,12687990.0,-0.9654471544715548,4.998318238708943,39.20731707317067
600113.SH,20260722,29.0,49200,1426800.0,-1.993916863805334,5.09457008166373,33.036498817167995
600114.SH,20260722,26.84,132900,3567036.0,-1.0689273866568372,6.356892464962524,38.586435680058976
600115.SH,20260722,3.54,1487400,5265396.0,-0.8403361344537785,9.502189026908026,39.95798319327733
600116.SH,20260722,6.32,97600,616832.0,-0.47244094488188004,2.7632902707697617,42.16535433070872
