ts_code,trade_date,auction_price,auction_vol,auction_amount,auction_pct_chg,auction_amount_ratio,auction_strength_score
600000.SH,20260902,9.35,399659,3736812.0,0.0,5.975316285629064,45.0
600004.SH,20260902,7.8,31300,244140.0,-0.1280409731113874,3.3702512557236743,44.23175416133168
600006.SH,20260902,5.38,225800,1214804.0,-0.7380073800738018,22.13299737735412,40.57195571955719
600007.SH,20260902,19.06,2200,41932.0,-0.052438384897757206,1.1525870248969736,44.685369690613456
600008.SH,20260902,2.81,731700,2056077.0,0.0,10.577619492579728,45.0
600009.SH,20260902,23.45,72100,1690745.0,-0.0852151682999569,13.300816546288315,44.48870899020026
600010.SH,20260902,2.26,2336560,5280626.0,-0.440528634361248,6.529133518983063,42.35682819383251
600011.SH,20260902,6.78,322100,2183838.0,-0.2941176470588225,7.662289595866133,43.235294117647065
600012.SH,20260902,17.05,21400,364870.0,0.8279124778237668,4.588123694567397,49.9674748669426
600015.SH,20260902,6.33,1228200,7774506.0,0.15822784810126667,8.383481175560208,45.9493670886076
600016.SH,20260902,3.63,1068620,3879091.0,-0.27472527472528485,4.7562976308230756,43.351648351648294
600017.SH,20260902,2.88,97800,281664.0,-0.34602076124568004,2.5809665737412164,42.92387543252592
600018.SH,20260902,5.56,400300,2225668.0,0.18018018018017834,5.170670123952598,46.08108108108107
600019.SH,20260902,5.86,298600,1749796.0,0.0,3.7451304684824764,45.0
600020.SH,20260902,3.94,29700,117018.0,-0.25316455696202667,2.0507716795612905,43.48101265822784
600021.SH,20260902,13.48,89100,1201068.0,-0.3695491500369519,5.435802415759213,42.78270509977829
600022.SH,20260902,1.36,488100,663816.0,0.0,4.62566534756156,45.0
600023.SH,20260902,4.9,186800,915320.0,0.2044989775051187,5.663982978398259,46.226993865030714
600025.SH,20260902,9.72,73500,714420.0,0.1029866117404632,1.739616673632406,45.61791967044278
600026.SH,20260902,19.34,261700,5061278.0,1.4158363922391226,5.39329287957858,53.49501835343474
600027.SH,20260902,4.65,104000,483600.0,-0.21459227467810482,1.7425659787781769,43.71244635193137
600028.SH,20260902,5.56,1880200,10453912.0,0.7246376811594235,7.9604821525984075,49.347826086956545
600029.SH,20260902,4.99,1549100,7730009.0,-0.39920159680637557,30.485388861130655,42.604790419161745
600030.SH,20260902,27.91,781400,21808874.0,-0.3925767309064909,7.672138789152991,42.644539614561054
600031.SH,20260902,20.27,431965,8755931.0,0.2472799208704357,6.848957085223093,46.48367952522261
600032.SH,20260902,6.86,51500,353290.0,0.14598540145986938,5.674459157980226,45.87591240875922
600033.SH,20260902,3.58,75800,271364.0,-0.278551532033422,3.120335620633495,43.32869080779947
600035.SH,20260902,3.73,144300,538239.0,-0.2673796791443861,5.571306426790896,43.395721925133685
600036.SH,20260902,40.9,562100,22989890.0,0.09789525208028227,8.682373217155256,45.587371512481695
600037.SH,20260902,7.14,149400,1066716.0,-0.27932960893854997,8.874632155883292,43.3240223463687
600038.SH,20260902,27.71,18400,509864.0,-0.2519798416126706,3.049359889441625,43.488120950323975
600039.SH,20260902,9.55,91400,872870.0,-0.10460251046024993,2.5550187714422297,44.3723849372385
600048.SH,20260902,4.87,1211480,5899908.0,-0.612244897959191,7.382663734415437,41.32653061224485
600050.SH,20260902,4.33,587000,2541710.0,0.23148148148146586,5.081318580050672,46.38888888888879
600051.SH,20260902,6.47,23600,152692.0,-0.15432098765433278,5.787193773850921,44.074074074074005
600052.SH,20260902,4.05,288400,1168020.0,0.7462686567164312,28.519352344411775,49.47761194029859
600053.SH,20260902,7.88,5600,44128.0,-0.7556675062972307,2.890938922953608,40.46599496221661
600054.SH,20260902,11.5,57400,660100.0,-0.43290043290044045,3.4238873118340254,42.40259740259736
600055.SH,20260902,11.2,18800,210560.0,-0.267141585040076,5.183384122587428,43.39715048975955
600056.SH,20260902,9.18,53700,492966.0,-0.10881392818280489,4.567611770103786,44.34711643090317
600057.SH,20260902,6.6,42300,279180.0,-0.30211480362538623,2.1443211550669554,43.18731117824768
600058.SH,20260902,9.83,14100,138603.0,-0.9072580645161255,2.3870151665525308,39.556451612903246
600059.SH,20260902,8.42,67500,568350.0,0.23809523809523725,5.1870718110323315,46.42857142857142
600060.SH,20260902,28.5,23600,672600.0,-0.03507541213609855,3.661401633538204,44.78954752718341
600061.SH,20260902,6.54,156400,1022856.0,-0.45662100456621557,4.71842412745624,42.260273972602704
600062.SH,20260902,16.08,16700,268536.0,-0.06215040397763438,3.469626407767231,44.62709757613419
600063.SH,20260902,5.83,76600,446578.0,-0.5119453924914752,2.4701702567689816,41.92832764505115
600064.SH,20260902,7.73,91500,707295.0,0.0,6.454257229601691,45.0
600066.SH,20260902,30.88,146600,4527008.0,1.1132940406024971,6.393763074371435,51.67976424361498
600067.SH,20260902,2.89,45200,130628.0,-0.6872852233676952,2.80572628656752,40.87628865979383
600071.SH,20260902,16.61,49700,825517.0,-1.1897679952409201,12.786329271479236,37.86139202855448
600072.SH,20260902,8.84,36300,320892.0,-0.1129943502824804,3.285359305075433,44.322033898305115
600073.SH,20260902,5.78,78700,454886.0,-0.34482758620688614,5.05007852619763,42.93103448275868
600075.SH,20260902,5.02,205900,1033618.0,1.2096774193548265,8.122376751189018,52.25806451612896
600076.SH,20260902,3.25,40400,131300.0,-0.9146341463414531,2.8604546480253035,39.51219512195128
600078.SH,20260902,11.08,126600,1402728.0,-0.8057296329453845,4.047078011597136,40.1656222023277
