ts_code,trade_date,vol,price,amount
600000.SH,20260616,440600,9.5,4185700.0
600004.SH,20260616,29900,8.31,248469.0
600006.SH,20260616,76900,5.8,446020.0
600007.SH,20260616,31100,19.35,601785.0
600008.SH,20260616,280100,3.17,887917.0
600009.SH,20260616,39800,24.2,963160.0
600010.SH,20260616,5400600,2.4,12961440.0
600011.SH,20260616,1834600,8.06,14786876.0
600012.SH,20260616,7500,16.47,123525.0
600015.SH,20260616,259800,6.91,1795218.0
600016.SH,20260616,721400,3.62,2611468.0
600017.SH,20260616,194500,2.72,529040.0
600018.SH,20260616,151900,5.05,767095.0
600019.SH,20260616,445700,5.95,2651915.0
600020.SH,20260616,38300,3.93,150519.0
600021.SH,20260616,265900,17.54,4663886.0
600022.SH,20260616,262500,1.35,354375.0
600023.SH,20260616,173700,6.12,1063044.0
600025.SH,20260616,212700,9.57,2035539.0
600026.SH,20260616,3482600,19.77,68851002.0
600027.SH,20260616,493500,5.06,2497110.0
600028.SH,20260616,3673100,5.02,18438962.0
600029.SH,20260616,1630100,5.44,8867744.0
600030.SH,20260616,1229400,26.69,32812686.0
600031.SH,20260616,387800,19.22,7453516.0
600032.SH,20260616,247400,8.54,2112796.0
600033.SH,20260616,41400,3.59,148626.0
600035.SH,20260616,134500,3.78,508410.0
600036.SH,20260616,349200,38.81,13552452.0
600037.SH,20260616,46600,6.7,312220.0
600038.SH,20260616,14600,28.28,412888.0
600039.SH,20260616,43200,8.32,359424.0
600048.SH,20260616,564600,5.18,2924628.0
600050.SH,20260616,398700,4.39,1750293.0
600051.SH,20260616,15100,6.19,93469.0
600052.SH,20260616,17000,3.64,61880.0
600053.SH,20260616,28001,7.81001,218688.0
600054.SH,20260616,16100,11.17,179837.0
600055.SH,20260616,37400,11.84,442816.0
600056.SH,20260616,16100,9.21,148281.0
600057.SH,20260616,108600,6.2,673320.0
600058.SH,20260616,235000,10.9,2561500.0
600059.SH,20260616,44600,8.05,359030.0
600060.SH,20260616,66000,27.0,1782000.0
600061.SH,20260616,396300,6.54,2591802.0
600062.SH,20260616,14200,17.05,242110.0
600063.SH,20260616,964300,7.8,7521540.0
600064.SH,20260616,128300,7.63,978929.0
600066.SH,20260616,86400,28.26,2441664.0
600067.SH,20260616,4043500,3.5,14152250.0
600071.SH,20260616,6200,16.71,103602.0
600072.SH,20260616,56200,9.87,554694.0
600073.SH,20260616,7900,5.06,39974.0
600075.SH,20260616,53100,4.76,252756.0
600076.SH,20260616,73300,3.47,254351.0
600078.SH,20260616,617100,13.39,8262969.0
600079.SH,20260616,42700,17.21,734867.0
600080.SH,20260616,155000,4.81,745550.0
600081.SH,20260616,11300,10.26,115938.0
600082.SH,20260616,4200,3.06,12852.0
600084.SH,20260616,5400,4.29,23166.0
600085.SH,20260616,14600,24.84,362664.0
600088.SH,20260616,49500,13.8,683100.0
600089.SH,20260616,692500,23.9,16550750.0
600094.SH,20260616,311200,4.19,1303928.0
600095.SH,20260616,139200,8.07,1123344.0
600096.SH,20260616,280200,31.21,8745042.0
600097.SH,20260616,2100,8.57,17997.0
600098.SH,20260616,76900,6.91,531379.0
600099.SH,20260616,10000,8.99,89900.0
600100.SH,20260616,108300,7.2,779760.0
600101.SH,20260616,39800,9.2,366160.0
600103.SH,20260616,395500,3.62,1431710.0
600104.SH,20260616,404700,10.79,4366713.0
600105.SH,20260616,633700,53.93,34175441.0
600106.SH,20260616,45100,5.07,228657.0
600107.SH,20260616,13800,6.38,88044.0
600108.SH,20260616,1743000,3.63,6327090.0
600109.SH,20260616,264300,8.8,2325840.0
600110.SH,20260616,2936300,15.65,45953095.0
600111.SH,20260616,606700,50.0,30335000.0
600113.SH,20260616,4300,36.14,155402.0
600114.SH,20260616,176000,41.94,7381440.0
600115.SH,20260616,3060800,4.11,12579888.0
600116.SH,20260616,34900,6.3,219870.0
600117.SH,20260616,40600,2.29,92974.0
600118.SH,20260616,301900,77.45,23382155.0
600119.SH,20260616,21000,4.81,101010.0
600120.SH,20260616,70300,4.54,319162.0
600121.SH,20260616,255100,4.4,1122440.0
600123.SH,20260616,141100,6.78,956658.0
600125.SH,20260616,22500,5.55,124875.0
600126.SH,20260616,201100,6.94,1395634.0
600127.SH,20260616,22600,5.84,131984.0
600128.SH,20260616,3900,8.68,33852.0
600129.SH,20260616,13600,13.45,182920.0
600130.SH,20260616,31400,4.64,145696.0
600131.SH,20260616,4900,15.48,75852.0
600132.SH,20260616,10100,49.38,498738.0
600133.SH,20260616,48100,8.12,390572.0
600135.SH,20260616,52200,9.27,483894.0
600136.SH,20260616,231500,1.47,340305.0
600137.SH,20260616,9700,18.25,177025.0
600138.SH,20260616,19600,7.45,146020.0
600141.SH,20260616,1113100,37.2,41407320.0
600143.SH,20260616,309300,16.92,5233356.0
600148.SH,20260616,2600,16.26,42276.0
