trade_date,ts_code,name,industry,is_hot_board,board_rank,board_limit_up_count,is_st_like
20260203,000039.SZ,中集集团,运输设备,0,,,0
20260203,000533.SZ,顺钠股份,电气设备,1,1.0,14.0,0
20260203,000534.SZ,万泽股份,生物制药,0,,,0
20260203,000547.SZ,航天发展,通信设备,1,7.0,3.0,0
20260203,000738.SZ,航发控制,航空,0,,,0
20260203,000811.SZ,冰轮环境,工程机械,1,9.0,2.0,0
20260203,000856.SZ,冀东装备,专用机械,1,2.0,6.0,0
20260203,000962.SZ,东方钽业,小金属,0,,,0
20260203,000995.SZ,皇台酒业,白酒,0,,,0
20260203,001316.SZ,润贝航科,批发业,0,,,0
20260203,001400.SZ,江顺科技,专用机械,1,2.0,6.0,0
20260203,002012.SZ,凯恩股份,造纸,0,,,0
20260203,002112.SZ,三变科技,电气设备,1,1.0,14.0,0
20260203,002126.SZ,银轮股份,汽车配件,1,6.0,3.0,0
20260203,002155.SZ,湖南黄金,黄金,0,,,0
20260203,002165.SZ,红 宝 丽,化工原料,1,3.0,4.0,0
20260203,002238.SZ,天威视讯,影视音像,1,10.0,2.0,0
20260203,002342.SZ,巨力索具,机械基件,0,,,0
20260203,002361.SZ,神剑股份,化工原料,1,3.0,4.0,0
20260203,002364.SZ,中恒电气,电气设备,1,1.0,14.0,0
20260203,002455.SZ,百川股份,化工原料,1,3.0,4.0,0
20260203,002471.SZ,中超控股,电气设备,1,1.0,14.0,0
20260203,002785.SZ,万里石,其他建材,0,,,0
20260203,002792.SZ,通宇通讯,通信设备,1,7.0,3.0,0
20260203,002830.SZ,名雕股份,装修装饰,0,,,0
20260203,002865.SZ,钧达股份,电气设备,1,1.0,14.0,0
20260203,002922.SZ,伊戈尔,电气设备,1,1.0,14.0,0
20260203,002943.SZ,宇晶股份,机床制造,0,,,0
20260203,002951.SZ,金时科技,广告包装,0,,,0
20260203,002957.SZ,科瑞技术,专用机械,1,2.0,6.0,0
20260203,003035.SZ,南网能源,新型电力,0,,,0
20260203,300757.SZ,罗博特科,专用机械,1,2.0,6.0,0
20260203,300842.SZ,帝科股份,电气设备,1,1.0,14.0,0
20260203,301182.SZ,凯旺科技,元器件,1,4.0,3.0,0
20260203,301362.SZ,民爆光电,电气设备,1,1.0,14.0,0
20260203,301636.SZ,泽润新能,电气设备,1,1.0,14.0,0
20260203,600053.SH,九鼎投资,多元金融,0,,,0
20260203,600149.SH,廊坊发展,综合类,0,,,0
20260203,600266.SH,城建发展,区域地产,1,8.0,2.0,0
20260203,600330.SH,天通股份,专用机械,1,2.0,6.0,0
20260203,600410.SH,华胜天成,软件服务,0,,,0
20260203,600481.SH,双良节能,电气设备,1,1.0,14.0,0
20260203,600586.SH,金晶科技,玻璃,0,,,0
20260203,600590.SH,泰豪科技,通信设备,1,7.0,3.0,0
20260203,600673.SH,东阳光,综合类,0,,,0
20260203,600683.SH,京投发展,区域地产,1,8.0,2.0,0
20260203,600785.SH,新华百货,百货,0,,,0
20260203,600869.SH,远东股份,电气设备,1,1.0,14.0,0
20260203,600984.SH,建设机械,工程机械,1,9.0,2.0,0
20260203,600986.SH,浙文互联,互联网,0,,,0
20260203,601799.SH,星宇股份,汽车配件,1,6.0,3.0,0
20260203,601992.SH,金隅集团,水泥,0,,,0
20260203,603031.SH,安孚科技,电气设备,1,1.0,14.0,0
20260203,603051.SH,鹿山新材,塑料,1,5.0,3.0,0
20260203,603095.SH,越剑智能,纺织机械,0,,,0
20260203,603103.SH,横店影视,影视音像,1,10.0,2.0,0
20260203,603172.SH,万丰股份,染料涂料,0,,,0
20260203,603211.SH,晋拓股份,汽车配件,1,6.0,3.0,0
20260203,603285.SH,键邦股份,化工原料,1,3.0,4.0,0
20260203,603612.SH,索通发展,矿物制品,0,,,0
20260203,603618.SH,杭电股份,电气设备,1,1.0,14.0,0
20260203,603773.SH,沃格光电,元器件,1,4.0,3.0,0
20260203,603778.SH,国晟科技,电气设备,1,1.0,14.0,0
20260203,603806.SH,福斯特,塑料,1,5.0,3.0,0
20260203,603920.SH,世运电路,元器件,1,4.0,3.0,0
20260203,605123.SH,派克新材,航空,0,,,0
20260203,605599.SH,菜百股份,服饰,0,,,0
20260203,688516.SH,奥特维,专用机械,1,2.0,6.0,0
20260203,688680.SH,海优新材,塑料,1,5.0,3.0,0
