ts_code,trade_date,auction_price,auction_vol,auction_amount,auction_pct_chg,auction_amount_ratio,auction_strength_score
600000.SH,20260720,8.85,347500,3075375.0,-0.22547914317925244,2.97840685320311,43.64712514092449
600004.SH,20260720,7.85,76600,601310.0,-0.6329113924050778,4.497970407826431,41.202531645569536
600006.SH,20260720,5.26,25800,135708.0,0.3816793893129722,1.2117115689311182,47.290076335877835
600007.SH,20260720,19.27,1700,32759.0,0.0,0.5804930655895676,45.0
600008.SH,20260720,2.85,203400,579690.0,0.35211267605634866,1.8660111602203877,47.11267605633809
600009.SH,20260720,23.56,30500,718580.0,-0.12717253073336598,2.052283230496925,44.236964815599805
600010.SH,20260720,2.14,3708500,7936190.0,0.9433962264151052,9.8808098328019,50.660377358490635
600011.SH,20260720,6.95,1424700,9901665.0,0.43352601156070314,4.561003431782473,47.60115606936422
600012.SH,20260720,17.2,19500,335400.0,-0.28985507246377384,1.8994155491559486,43.260869565217355
600015.SH,20260720,6.9,386600,2667540.0,-0.14471780028942893,3.9175233465396704,44.13169319826343
600016.SH,20260720,3.45,1469490,5069741.0,-0.28901734104045396,3.444546972323615,43.26589595375728
600017.SH,20260720,2.71,67800,183738.0,0.37037037037035425,1.3032671747217834,47.22222222222213
600018.SH,20260720,5.16,148900,768324.0,-0.19342359767891004,2.047893069321118,43.839458413926536
600019.SH,20260720,5.76,451400,2600064.0,0.0,2.7962656876995053,45.0
600020.SH,20260720,3.83,733300,2808539.0,-0.7772020725388518,27.638885463667577,40.33678756476689
600021.SH,20260720,14.72,1083500,15949120.0,-1.2743125419181767,6.620449370514299,37.35412474849094
600022.SH,20260720,1.32,504210,665557.0,0.0,3.6114223167653154,45.0
600023.SH,20260720,5.15,442700,2279905.0,-0.3868471953578201,5.4498552458132465,42.67891682785308
600025.SH,20260720,9.8,237200,2324560.0,-0.40650406504064707,3.5185611996948363,42.56097560975612
600026.SH,20260720,14.41,474800,6841868.0,1.407459535538358,6.18556130252078,53.44475721323015
600027.SH,20260720,4.6,1448400,6662640.0,-1.0752688172043112,8.686416601958188,38.548387096774135
600028.SH,20260720,5.05,1216000,6140800.0,0.397614314115291,2.2168690189542724,47.385685884691746
600029.SH,20260720,4.98,740100,3685698.0,-0.2004008016032066,9.383401598039196,43.79759519038076
600030.SH,20260720,27.76,892100,24764696.0,0.5797101449275477,4.619454068257344,48.47826086956529
600031.SH,20260720,18.65,297600,5550240.0,0.0,2.437309634175929,45.0
600032.SH,20260720,7.1,768800,5458480.0,0.4243281471004057,7.711581396812665,47.54596888260244
600033.SH,20260720,3.57,474600,1694322.0,0.5633802816901401,11.65853229165772,48.38028169014084
600035.SH,20260720,3.56,57800,205768.0,0.0,3.1928672727985656,45.0
600036.SH,20260720,37.95,411600,15620220.0,-0.18411362440821089,2.8225014879098524,43.895318253550734
600037.SH,20260720,6.68,88100,588508.0,0.6024096385542244,3.5051401213277784,48.614457831325346
600038.SH,20260720,25.35,17400,441090.0,0.4358161648177594,2.056348978286304,47.61489698890656
600039.SH,20260720,8.49,73100,620619.0,0.23612750885477762,2.0494003293469767,46.416765053128664
600048.SH,20260720,4.87,602000,2931740.0,0.2057613168724215,3.0199096257016835,46.23456790123453
600050.SH,20260720,4.26,680700,2899782.0,0.0,2.0682949349596234,45.0
600051.SH,20260720,5.92,27000,159840.0,-0.33670033670034627,3.933267335942223,42.97979797979792
600052.SH,20260720,3.56,23300,82948.0,-0.2801120448179262,1.349578078692045,43.31932773109244
600053.SH,20260720,7.28,5500,40040.0,0.0,1.9444689958206542,45.0
600054.SH,20260720,10.87,36000,391320.0,-0.27522935779817903,6.004645360108704,43.348623853210924
600055.SH,20260720,10.56,11200,118272.0,0.09478672985780978,1.2016434205039248,45.56872037914686
600056.SH,20260720,9.38,165440,1551827.0,-0.8456659619450302,6.335591797647414,39.926004228329816
600057.SH,20260720,6.12,99800,610776.0,-0.4878048780487809,2.6822698814708956,42.073170731707314
600058.SH,20260720,8.13,114600,931698.0,0.0,9.503440641522074,45.0
600059.SH,20260720,7.82,22400,175168.0,0.0,1.5130832360245383,45.0
600060.SH,20260720,25.72,17800,457816.0,-0.11650485436893732,1.1632068173062213,44.300970873786376
600061.SH,20260720,6.54,372500,2436150.0,0.15313935681469104,6.04047135894568,45.918836140888146
600062.SH,20260720,16.85,49600,835760.0,-0.4725339633786074,3.415919489455568,42.16479621972836
600063.SH,20260720,5.35,146100,781635.0,0.7532956685499137,2.670248109806235,49.51977401129948
600064.SH,20260720,7.3,73800,538740.0,0.0,3.1505652280336935,45.0
600066.SH,20260720,29.7,32400,962280.0,-0.20161290322581182,1.3858382535706308,43.79032258064513
600067.SH,20260720,2.7,51000,137700.0,0.3717472118959231,1.9371600746553639,47.23048327137554
600071.SH,20260720,14.76,4000,59040.0,0.40816326530612734,1.2781901658594628,47.44897959183676
600072.SH,20260720,8.0,172800,1382400.0,-0.12484394506866447,6.420404401878303,44.250936329588015
600073.SH,20260720,5.22,10300,53766.0,-0.19120458891014325,0.8315614745113323,43.85277246653914
600075.SH,20260720,4.33,53300,230789.0,1.4051522248243575,1.801963937610037,53.43091334894615
600076.SH,20260720,2.85,87000,247950.0,0.0,3.0062890548563064,45.0
600078.SH,20260720,9.61,344900,3314489.0,0.6282722513088812,15.264911243791444,48.769633507853285
600079.SH,20260720,17.4,53100,923940.0,-0.2865329512893977,3.9605337700788366,43.280802292263616
600080.SH,20260720,4.75,11700,55575.0,0.6355932203389925,3.7274801844940044,48.81355932203395
600081.SH,20260720,9.32,3700,34484.0,0.21505376344086446,0.6736149832100236,46.29032258064519
600082.SH,20260720,2.65,12700,33655.0,-0.7490636704119868,1.593609311773385,40.505617977528075
600084.SH,20260720,4.2,36500,153300.0,-1.4084507042253391,4.952024636726353,36.549295774647966
600085.SH,20260720,25.6,303400,7767040.0,-1.6897081413210335,14.670062022160534,34.8617511520738
600088.SH,20260720,11.33,28400,321772.0,1.7969451931715952,4.373354769438773,55.78167115902957
600089.SH,20260720,18.66,309240,5770418.0,0.0,2.1837152228706924,45.0
600094.SH,20260720,3.65,113600,414640.0,0.8287292817679592,3.7391429115047656,49.972375690607755
600095.SH,20260720,8.89,4151900,36910391.0,2.3014959723820505,25.81937999438691,58.808975834292305
600096.SH,20260720,27.5,58634,1612435.0,0.18214936247722413,1.8896879972042786,46.09289617486334
600097.SH,20260720,8.06,50200,404612.0,-0.12391573729862992,9.37567394347387,44.25650557620822
600098.SH,20260720,6.15,88500,544275.0,0.0,1.6222475839911665,45.0
600099.SH,20260720,8.03,8300,66649.0,-0.4956629491945641,1.5662409176932397,42.026022304832615
