ts_code,trade_date,up_limit,down_limit
000001.SZ,20260202,11.91,9.75
000002.SZ,20260202,5.37,4.39
000004.SZ,20260202,13.25,11.99
000006.SZ,20260202,9.86,8.06
000007.SZ,20260202,11.97,9.79
000008.SZ,20260202,3.41,2.79
000009.SZ,20260202,10.57,8.65
000010.SZ,20260202,3.75,3.07
000011.SZ,20260202,9.79,8.01
000012.SZ,20260202,5.12,4.19
000014.SZ,20260202,14.29,11.69
000016.SZ,20260202,5.48,4.48
000017.SZ,20260202,8.29,6.79
000019.SZ,20260202,8.13,6.65
000020.SZ,20260202,16.41,13.43
000021.SZ,20260202,35.74,29.24
000025.SZ,20260202,19.81,16.21
000026.SZ,20260202,17.45,14.27
000027.SZ,20260202,7.48,6.12
000028.SZ,20260202,28.67,23.45
000029.SZ,20260202,24.29,19.87
000030.SZ,20260202,6.03,4.93
000031.SZ,20260202,4.3,3.52
000032.SZ,20260202,22.89,18.73
000034.SZ,20260202,41.84,34.24
000035.SZ,20260202,6.72,5.5
000036.SZ,20260202,6.55,5.36
000037.SZ,20260202,10.21,8.35
000039.SZ,20260202,10.63,8.69
000042.SZ,20260202,9.21,7.53
000045.SZ,20260202,13.92,11.39
000048.SZ,20260202,20.05,16.41
000049.SZ,20260202,28.66,23.45
000050.SZ,20260202,10.67,8.73
000055.SZ,20260202,4.68,3.83
000056.SZ,20260202,2.21,1.81
000058.SZ,20260202,9.92,8.12
000059.SZ,20260202,6.67,5.45
000060.SZ,20260202,8.47,6.93
000061.SZ,20260202,10.66,8.72
000062.SZ,20260202,28.81,23.57
000063.SZ,20260202,42.34,34.64
000065.SZ,20260202,13.88,11.36
000066.SZ,20260202,17.46,14.28
000068.SZ,20260202,3.84,3.14
000069.SZ,20260202,3.01,2.47
000070.SZ,20260202,13.09,10.71
000078.SZ,20260202,4.06,3.32
000088.SZ,20260202,5.04,4.12
000089.SZ,20260202,7.96,6.52
000090.SZ,20260202,4.26,3.48
000096.SZ,20260202,12.53,10.25
000099.SZ,20260202,21.8,17.84
000100.SZ,20260202,5.34,4.37
000151.SZ,20260202,14.74,12.06
000153.SZ,20260202,7.24,5.92
000155.SZ,20260202,13.67,11.19
000156.SZ,20260202,9.58,7.84
000157.SZ,20260202,9.65,7.89
000158.SZ,20260202,22.04,18.04
000159.SZ,20260202,7.73,6.33
000166.SZ,20260202,5.58,4.56
000301.SZ,20260202,14.54,11.9
000333.SZ,20260202,85.35,69.83
000338.SZ,20260202,26.11,21.37
000400.SZ,20260202,32.81,26.85
000401.SZ,20260202,5.49,4.49
000402.SZ,20260202,3.11,2.55
000403.SZ,20260202,15.06,12.32
000404.SZ,20260202,7.71,6.31
000407.SZ,20260202,5.82,4.76
000408.SZ,20260202,94.93,77.67
000409.SZ,20260202,12.88,10.54
000410.SZ,20260202,8.34,6.82
000411.SZ,20260202,13.74,11.24
000415.SZ,20260202,4.9,4.01
000417.SZ,20260202,8.87,7.25
000419.SZ,20260202,7.18,5.88
