ts_code,trade_date,open,high,low,close,vol,amount,pct_chg
000001.SZ,20260204,10.85,10.98,10.84,10.97,695415.47,760107.689,1.1993
000002.SZ,20260204,4.68,4.92,4.67,4.9,3532548.11,1704989.668,4.2553
000004.SZ,20260204,10.82,10.82,10.82,10.82,3312.0,3583.584,-5.0044
000006.SZ,20260204,8.81,9.08,8.81,9.06,215642.77,193368.724,2.027
000007.SZ,20260204,11.2,11.3,11.1,11.2,39478.0,44216.469,0.0
000008.SZ,20260204,2.93,3.01,2.92,3.0,537313.67,159540.911,2.7397
000009.SZ,20260204,9.45,9.55,9.36,9.52,217671.97,205397.373,0.7407
000010.SZ,20260204,3.53,3.62,3.49,3.6,230195.0,82242.053,2.2727
000011.SZ,20260204,8.87,9.16,8.81,9.15,102945.0,93334.042,3.3898
000012.SZ,20260204,4.55,4.77,4.54,4.77,503405.79,236165.009,4.8352
000014.SZ,20260204,12.9,13.35,12.85,13.34,74969.4,99075.012,3.0116
000016.SZ,20260204,3.63,3.96,3.63,3.83,2115135.94,787480.659,-4.9628
000017.SZ,20260204,7.49,7.57,7.39,7.53,178277.0,133718.271,1.6194
000019.SZ,20260204,7.18,7.26,7.07,7.24,160795.86,115480.611,1.9718
000020.SZ,20260204,15.08,15.47,14.95,15.39,82980.01,127006.262,1.7857
000021.SZ,20260204,29.21,29.3,27.9,28.35,981618.18,2786760.807,-5.0887
000025.SZ,20260204,17.93,19.19,17.92,18.46,161084.83,300328.798,3.2438
000026.SZ,20260204,15.5,15.81,15.41,15.67,40993.99,64133.004,1.2928
000027.SZ,20260204,6.68,6.8,6.67,6.79,239144.38,161690.069,1.6467
000028.SZ,20260204,26.3,26.65,26.22,26.57,58213.06,153796.822,0.9498
000029.SZ,20260204,23.0,23.18,22.27,22.84,112546.43,255741.604,-0.0875
000030.SZ,20260204,5.29,5.42,5.28,5.42,180095.84,96668.323,2.0716
000031.SZ,20260204,3.67,3.86,3.61,3.78,938630.8,350526.815,2.439
000032.SZ,20260204,20.52,20.66,19.83,20.36,246823.1,497062.1,-1.3566
000034.SZ,20260204,37.22,37.22,36.21,36.73,181926.18,666346.038,-2.1316
000035.SZ,20260204,6.01,6.19,5.98,6.12,266781.11,162880.001,1.4925
000036.SZ,20260204,6.08,6.18,5.6,5.68,927291.32,536393.722,-6.1157
000037.SZ,20260204,9.2,9.43,9.18,9.4,138267.87,129568.64,1.7316
