ts_code,trade_date,up_limit,down_limit
000001.SZ,20260204,11.92,9.76
000002.SZ,20260204,5.17,4.23
000004.SZ,20260204,11.96,10.82
000006.SZ,20260204,9.77,7.99
000007.SZ,20260204,12.32,10.08
000008.SZ,20260204,3.21,2.63
000009.SZ,20260204,10.4,8.51
000010.SZ,20260204,3.87,3.17
000011.SZ,20260204,9.74,7.97
000012.SZ,20260204,5.01,4.1
000014.SZ,20260204,14.25,11.66
000016.SZ,20260204,4.43,3.63
000017.SZ,20260204,8.15,6.67
000019.SZ,20260204,7.81,6.39
000020.SZ,20260204,16.63,13.61
000021.SZ,20260204,32.86,26.88
000025.SZ,20260204,19.67,16.09
000026.SZ,20260204,17.02,13.92
000027.SZ,20260204,7.35,6.01
000028.SZ,20260204,28.95,23.69
000029.SZ,20260204,25.15,20.57
000030.SZ,20260204,5.84,4.78
000031.SZ,20260204,4.06,3.32
000032.SZ,20260204,22.7,18.58
000034.SZ,20260204,41.28,33.78
000035.SZ,20260204,6.63,5.43
000036.SZ,20260204,6.66,5.45
000037.SZ,20260204,10.16,8.32
000039.SZ,20260204,11.41,9.33
000042.SZ,20260204,9.17,7.51
000045.SZ,20260204,13.72,11.22
000048.SZ,20260204,19.86,16.25
000049.SZ,20260204,28.36,23.2
000050.SZ,20260204,10.23,8.37
000055.SZ,20260204,4.31,3.53
000056.SZ,20260204,1.97,1.61
000058.SZ,20260204,10.04,8.22
000059.SZ,20260204,6.41,5.25
000060.SZ,20260204,7.78,6.36
000061.SZ,20260204,10.43,8.53
000062.SZ,20260204,28.0,22.91
000063.SZ,20260204,40.99,33.53
000065.SZ,20260204,13.73,11.23
000066.SZ,20260204,18.0,14.72
000068.SZ,20260204,3.86,3.16
000069.SZ,20260204,2.86,2.34
000070.SZ,20260204,13.52,11.06
000078.SZ,20260204,4.14,3.38
000088.SZ,20260204,4.92,4.02
000089.SZ,20260204,7.92,6.48
000090.SZ,20260204,4.29,3.51
000096.SZ,20260204,12.01,9.83
000099.SZ,20260204,22.2,18.16
000100.SZ,20260204,5.27,4.31
000151.SZ,20260204,14.59,11.93
000153.SZ,20260204,7.22,5.9
000155.SZ,20260204,13.86,11.34
000156.SZ,20260204,9.77,7.99
000157.SZ,20260204,10.29,8.42
000158.SZ,20260204,22.19,18.15
000159.SZ,20260204,7.54,6.17
000166.SZ,20260204,5.52,4.52
000301.SZ,20260204,13.82,11.3
000333.SZ,20260204,85.7,70.12
000338.SZ,20260204,26.74,21.88
000400.SZ,20260204,34.8,28.48
000401.SZ,20260204,5.59,4.57
000402.SZ,20260204,3.09,2.53
000403.SZ,20260204,14.82,12.12
000404.SZ,20260204,7.66,6.26
000407.SZ,20260204,5.5,4.5
000408.SZ,20260204,96.03,78.57
000409.SZ,20260204,13.0,10.64
000410.SZ,20260204,8.18,6.7
000411.SZ,20260204,13.48,11.03
000415.SZ,20260204,4.85,3.97
000417.SZ,20260204,9.04,7.4
000419.SZ,20260204,7.15,5.85
000420.SZ,20260204,5.15,4.21
000421.SZ,20260204,7.69,6.29
000422.SZ,20260204,17.15,14.03
000423.SZ,20260204,58.19,47.61
000425.SZ,20260204,12.43,10.17
000426.SZ,20260204,56.6,46.31
000428.SZ,20260204,4.19,3.43
000429.SZ,20260204,13.35,10.93
000430.SZ,20260204,7.59,6.87
000488.SZ,20260204,2.22,2.0
000498.SZ,20260204,6.82,5.58
000501.SZ,20260204,11.3,9.24
000503.SZ,20260204,10.4,8.51
000504.SZ,20260204,9.18,8.3
000505.SZ,20260204,7.74,6.34
000506.SZ,20260204,24.57,20.11
000507.SZ,20260204,5.91,4.83
000509.SZ,20260204,3.74,3.06
000510.SZ,20260204,17.2,14.08
000513.SZ,20260204,38.5,31.5
000514.SZ,20260204,5.53,4.53
000516.SZ,20260204,5.43,4.45
000517.SZ,20260204,2.04,1.67
000518.SZ,20260204,2.72,2.46
000519.SZ,20260204,20.76,16.98
000520.SZ,20260204,4.73,3.87
000521.SZ,20260204,7.18,5.88
000523.SZ,20260204,4.19,3.43
000524.SZ,20260204,14.11,11.55
000525.SZ,20260204,6.2,5.08
000526.SZ,20260204,42.1,34.44
000528.SZ,20260204,12.71,10.4
000529.SZ,20260204,6.74,5.52
000530.SZ,20260204,7.66,6.26
000531.SZ,20260204,6.85,5.61
000532.SZ,20260204,17.51,14.33
000533.SZ,20260204,11.15,9.13
000534.SZ,20260204,33.72,27.59
000536.SZ,20260204,5.04,4.12
000537.SZ,20260204,9.19,7.52
000538.SZ,20260204,61.6,50.4
000539.SZ,20260204,5.29,4.33
000541.SZ,20260204,6.88,5.63
000543.SZ,20260204,8.79,7.19
000544.SZ,20260204,9.34,7.64
000545.SZ,20260204,3.17,2.59
000546.SZ,20260204,6.4,5.24
000547.SZ,20260204,35.62,29.14
000548.SZ,20260204,6.36,5.2
000550.SZ,20260204,19.56,16.0
000551.SZ,20260204,16.41,13.43
000552.SZ,20260204,2.64,2.16
000553.SZ,20260204,6.52,5.34
000554.SZ,20260204,8.53,6.98
000555.SZ,20260204,18.73,15.33
000557.SZ,20260204,5.46,4.46
000558.SZ,20260204,6.03,4.93
000559.SZ,20260204,19.27,15.77
000560.SZ,20260204,3.61,2.95
000561.SZ,20260204,12.57,10.29
000563.SZ,20260204,3.89,3.19
000564.SZ,20260204,2.55,2.09
000565.SZ,20260204,9.12,7.46
000566.SZ,20260204,6.92,5.66
000567.SZ,20260204,6.38,5.22
000568.SZ,20260204,134.53,110.07
000570.SZ,20260204,6.57,5.37
000571.SZ,20260204,6.86,5.62
000572.SZ,20260204,7.61,6.23
000573.SZ,20260204,4.63,3.79
000576.SZ,20260204,11.58,9.48
000581.SZ,20260204,23.03,18.85
000582.SZ,20260204,10.7,8.76
000586.SZ,20260204,16.15,13.21
000589.SZ,20260204,5.52,4.52
000590.SZ,20260204,12.24,10.02
000591.SZ,20260204,6.2,5.08
000592.SZ,20260204,11.5,9.41
000593.SZ,20260204,16.41,13.43
000595.SZ,20260204,6.37,5.77
000596.SZ,20260204,145.67,119.19
000597.SZ,20260204,5.72,4.68
000598.SZ,20260204,7.82,6.4
000599.SZ,20260204,8.1,6.62
000600.SZ,20260204,9.31,7.61
000601.SZ,20260204,5.62,4.6
000603.SZ,20260204,54.41,44.51
000605.SZ,20260204,7.81,6.39
000607.SZ,20260204,5.83,4.77
000608.SZ,20260204,3.83,3.47
000609.SZ,20260204,8.03,7.27
000610.SZ,20260204,11.19,9.15
000612.SZ,20260204,14.76,12.08
000615.SZ,20260204,3.26,2.95
000617.SZ,20260204,9.78,8.0
000619.SZ,20260204,7.15,5.85
000620.SZ,20260204,3.64,2.98
000623.SZ,20260204,20.76,16.98
000625.SZ,20260204,12.18,9.96
