trade_date,ts_code,name,industry,is_hot_board,board_rank,board_limit_up_count,is_st_like
20260128,000506.SZ,招金黄金,黄金,1,2.0,8.0,0
20260128,000573.SZ,粤宏远Ａ,区域地产,0,,,0
20260128,000599.SZ,青岛双星,汽车配件,0,,,0
20260128,000603.SZ,盛达资源,铅锌,1,3.0,7.0,0
20260128,000620.SZ,盈新发展,全国地产,0,,,0
20260128,000630.SZ,铜陵有色,铜,1,7.0,5.0,0
20260128,000737.SZ,北方铜业,铜,1,7.0,5.0,0
20260128,000751.SZ,锌业股份,铅锌,1,3.0,7.0,0
20260128,000758.SZ,中色股份,铅锌,1,3.0,7.0,0
20260128,000807.SZ,云铝股份,铝,1,1.0,8.0,0
20260128,000815.SZ,美利云,通信设备,0,,,0
20260128,000878.SZ,云南铜业,铜,1,7.0,5.0,0
20260128,000962.SZ,东方钽业,小金属,1,5.0,5.0,0
20260128,001337.SZ,四川黄金,黄金,1,2.0,8.0,0
20260128,001360.SZ,南矿集团,工程机械,0,,,0
20260128,001376.SZ,百通能源,供气供热,0,,,0
20260128,002080.SZ,中材科技,玻璃,1,10.0,3.0,0
20260128,002114.SZ,罗平锌电,铅锌,1,3.0,7.0,0
20260128,002119.SZ,康强电子,半导体,0,,,0
20260128,002155.SZ,湖南黄金,黄金,1,2.0,8.0,0
20260128,002160.SZ,常铝股份,铝,1,1.0,8.0,0
20260128,002169.SZ,智光电气,电气设备,0,,,0
20260128,002207.SZ,准油股份,石油开采,1,6.0,5.0,0
20260128,002237.SZ,恒邦股份,黄金,1,2.0,8.0,0
20260128,002342.SZ,巨力索具,机械基件,0,,,0
20260128,002440.SZ,闰土股份,染料涂料,1,8.0,4.0,0
20260128,002455.SZ,百川股份,化工原料,1,9.0,3.0,0
20260128,002532.SZ,天山铝业,铝,1,1.0,8.0,0
20260128,002578.SZ,闽发铝业,铝,1,1.0,8.0,0
20260128,002667.SZ,威领股份,小金属,1,5.0,5.0,0
20260128,002716.SZ,湖南白银,小金属,1,5.0,5.0,0
20260128,002721.SZ,金一文化,服饰,1,4.0,6.0,0
20260128,002724.SZ,海洋王,元器件,0,,,0
20260128,002842.SZ,翔鹭钨业,小金属,1,5.0,5.0,0
20260128,003042.SZ,中农联合,农药化肥,0,,,0
20260128,300139.SZ,晓程科技,黄金,1,2.0,8.0,0
20260128,300164.SZ,通源石油,石油开采,1,6.0,5.0,0
20260128,300798.SZ,锦鸡股份,染料涂料,1,8.0,4.0,0
20260128,301177.SZ,迪阿股份,服饰,1,4.0,6.0,0
20260128,301500.SZ,飞南资源,环境保护,0,,,0
20260128,600170.SH,上海建工,建筑工程,0,,,0
20260128,600219.SH,南山铝业,铝,1,1.0,8.0,0
20260128,600230.SH,沧州大化,化工原料,1,9.0,3.0,0
20260128,600262.SH,北方股份,专用机械,0,,,0
20260128,600313.SH,农发种业,种植业,0,,,0
20260128,600352.SH,浙江龙盛,染料涂料,1,8.0,4.0,0
20260128,600459.SH,贵研铂业,小金属,1,5.0,5.0,0
20260128,600489.SH,中金黄金,黄金,1,2.0,8.0,0
20260128,600490.SH,鹏欣资源,铜,1,7.0,5.0,0
20260128,600531.SH,豫光金铅,铅锌,1,3.0,7.0,0
20260128,600655.SH,豫园股份,百货,0,,,0
20260128,600740.SH,山西焦化,焦炭加工,0,,,0
20260128,600759.SH,洲际油气,石油开采,1,6.0,5.0,0
20260128,600869.SH,远东股份,电气设备,0,,,0
20260128,600871.SH,石化油服,石油开采,1,6.0,5.0,0
20260128,600916.SH,中国黄金,服饰,1,4.0,6.0,0
20260128,600961.SH,株冶集团,铅锌,1,3.0,7.0,0
20260128,600987.SH,航民股份,纺织,0,,,0
20260128,600988.SH,赤峰黄金,黄金,1,2.0,8.0,0
20260128,601015.SH,陕西黑猫,焦炭加工,0,,,0
20260128,601068.SH,中铝国际,建筑工程,0,,,0
20260128,601069.SH,西部黄金,黄金,1,2.0,8.0,0
20260128,601212.SH,白银有色,铜,1,7.0,5.0,0
20260128,601388.SH,怡球资源,铝,1,1.0,8.0,0
20260128,601600.SH,中国铝业,铝,1,1.0,8.0,0
20260128,601702.SH,华峰铝业,铝,1,1.0,8.0,0
20260128,601799.SH,星宇股份,汽车配件,0,,,0
20260128,603052.SH,可川科技,元器件,0,,,0
20260128,603077.SH,和邦生物,化工原料,1,9.0,3.0,0
20260128,603132.SH,金徽股份,铅锌,1,3.0,7.0,0
20260128,603188.SH,亚邦股份,染料涂料,1,8.0,4.0,0
20260128,603256.SH,宏和科技,玻璃,1,10.0,3.0,0
20260128,603601.SH,再升科技,玻璃,1,10.0,3.0,0
20260128,603619.SH,中曼石油,石油开采,1,6.0,5.0,0
20260128,603680.SH,今创集团,运输设备,0,,,0
20260128,603900.SH,莱绅通灵,服饰,1,4.0,6.0,0
20260128,603958.SH,哈森股份,服饰,1,4.0,6.0,0
20260128,603988.SH,中电电机,电气设备,0,,,0
20260128,605599.SH,菜百股份,服饰,1,4.0,6.0,0
20260128,688216.SH,气派科技,半导体,0,,,0
